,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
424,"30 ladies and 60 gentlemen are present at a party . there are 23 couples among them . if a lady and a gentleman is selected at random , what is the probability that they will be a couple ?",e,probability, 1 / 200 , 1 / 100 , 1 / 50 , 1 / 40 , 23 / 1800 
425,"at a conference table , 6 employees gather around a table . one of the employees is the manager and he sits at the head of the table . two of the employees sit on either side of the table . how many different seating arrangements can be made with these 6 employees ?",d,probability, 60 , 80 , 100 , 120 , 140 
426,"an urn contains 5 red , 6 blue and 8 green balls . 4 balls are randomly selected from the urn , find the probability that the drawn ball are 1 blue and 1 red and 2 green balls ?",a,probability, 70 / 323 , 50 / 323 , 52 / 969 , 60 / 323 , 25 / 321 
427,jane and thomas are among the 7 people from which a committee of 4 people is to be selected . how many different possible committees of 4 people can be selected from these 7 people if at least one of either jane or thomas is to be selected ?,a,probability, 30 , 45 , 55 , 65 , 70 
428,"from a pack of cards , two cards are drawn one after the other , with replacement . what is the probability that the first card is a club and the second card is a king ?",d,probability, 2 / 13 , 1 / 26 , 5 / 26 , 1 / 52 , 17 / 52 
429,"a bag contains 6 white marbles and 6 black marbles . if each of 6 girls and 6 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?",d,probability, 1 / 35 , 1 / 10 , 1 / 3 , 1 / 462 , 1 / 252 
430,"a bag contains 4 white marbles and 4 black marbles . if each of 4 girls and 4 boys randomly selects and keeps a marble , what is the probability that all of the girls select the same colored marble ?",a,probability, 1 / 35 , 1 / 9 , 1 / 10 , 1 / 20 , 1 / 30 
431,"a basket contains 8 apples , of which 1 is spoiled and the rest are good . if we select 2 apples from the basket simultaneously and at random , what is the probability that the 2 apples selected will include the spoiled apple ?",c,probability, 1 / 2 , 1 / 3 , 1 / 4 , 1 / 5 , 1 / 6 
432,a card is drawn from a pack of 52 cards . the probability of getting a face card ?,d,probability, 2 / 15 , 2 / 13 , 1 / 15 , 4 / 13 , 5 / 7 
433,"a life insurance company insured 25,000 young boys , 14,000 young girls and 16,000 young adults . the probability of death within 10 years of a young boy , young girl and a young adult are 0.02 , 0.03 and 0.15 respectively . one insured person dies . what is the probability that the dead person is a young boy ?",b,probability, 36 / 165 , 25 / 166 , 26 / 165 , 32 / 165 , 33 / 165 
434,"if x is to be chosen at random from the set { 1 , 2 , 3 , 4 } and y is to be chosen at random from the set { 5 , 6 , 7 } , what is the probability that xy will be even ?",d,probability, 1 / 6 , 1 / 3 , 1 / 2 , 2 / 3 , 5 / 6 
435,"x , y , and z are all unique numbers . if x is chosen randomly from the set { 9 , 10 , 11 } and y and z are chosen randomly from the set { 20 , 21 , 22 , 23 } , what is the probability that x and y are prime and z is not ?",b,probability, 1 / 20 , 1 / 12 , 2 / 15 , 3 / 10 , 1 / 7 
436,"a store has 10 bottles of juice , including 6 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 3 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",d,probability, 2 / 11 , 4 / 15 , 6 / 17 , 8 / 21 , 10 / 25 
437,"there are 13 boys and 10 girls in a class . if three students are selected at random , in how many ways that 1 girl or 2 boys are selected ?",a,probability, 88 , 90 , 92 , 96 , 98 
438,"if two integers x , y ( x > y ) are selected from - 10 to 10 ( inclusive ) , how many possible cases are there ?",d,probability, 150 , 180 , 190 , 210 , 240 
439,in how many ways 6 boys and 6 girls can be seated in a row so that boys and girls are alternate ?,c,probability, 1063800 , 1083600 , 1036800 , 1053800 , 1073600 
440,"a , b , c , d , e , f , g , h sitting in a row what is the probability that a , b , d are sitting together ?",b,probability, 1 / 5 , 3 / 28 , 1 / 7 , 1 / 14 , 5 / 28 
441,"the membership of a committee consists of 3 english teachers , 4 mathematics teachers , and 2 social studies teachers . if 2 committee members are to be selected at random to write the committee ’ s report , what is the probability that the two members selected will both be maths teachers ?",e,probability, 2 / 3 , 1 / 3 , 2 / 9 , 1 / 24 , 1 / 12 
442,"a bag contains 3 blue and 5 white marbles . one by one , marbles are drawn out randomly until only two are left in the bag . what is the probability c that out of the two , one is white and one is blue ?",d,probability, 15 / 56 , 41 / 56 , 13 / 28 , 15 / 28 , 5 / 14 
443,two mba admissions committees are to be formed randomly from 6 second year mbas with 3 members each . what is the probability v that jane will be on the same committee as albert ?,d,probability, 12 % , 20 % , 33 % , 40 % , 50 % 
444,what is the probability of getting a number less than 4 when a die is rolled ?,b,probability, 5 / 5 , 1 / 2 , 5 / 1 , 5 / 7 , 5 / 2 
445,there are 21 students in a class . in how many different ways can a committee of 3 students be formed ?,b,probability, 1180 , 1330 , 1540 , 1760 , 1920 
446,a card is drawn from a pack of 52 cards the probability of getting queen of club or aking of a heart ?,c,probability, 8 / 58 , 9 / 25 , 1 / 26 , 6 / 25 , 8 / 45 
447,"wink , inc . follows a certain procedure that requires two tasks to be finished independently in order for a job to be done . on any given day , there is a 2 / 3 probability that task 1 will be completed on time , and a 3 / 5 probability that task 2 will be completed on time . on a certain day , what is the probability that task 1 will be completed on time , but task 2 will not ?",a,probability, 4 / 15 , 3 / 40 , 13 / 40 , 7 / 20 , 13 / 22 
448,"a box contains 10 black , 5 red and 4 green marbles . 3 marbles are drawn from the box at random . what is the probability that all the three marbles are of the same color ?",b,probability, 143 / 969 , 134 / 969 , 120 / 969 , 19 / 969 , 120 / 134 
449,"if a certain coin is flipped , the probability that the coin will land heads is 1 / 2 . if the coin is flipped 5 times , what is the probability that it will land heads up on the first 4 flips but not on the last flip ?",e,probability, 1 / 2 , 1 / 4 , 1 / 8 , 1 / 16 , 1 / 32 
