,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
4125,a man can row downstream at the rate of 10 km / hr and upstream at 4 km / hr . find man ' s rate in still water and the rate of current ?,b,gain, 9, 7, 9, 6, none of these 
4126,"given a certain number ( x ) , find x given that 5.76 is 12 % of 40 % of x ?",b,gain, 130 , 120 , 140 , 100 , 300 
4127,"a man sells an article at a profit of 25 % . if he had bought it at 20 % less and sold it for rs . 12.60 less , he would have gained 30 % . find the cost of the article .",d,gain, 30 , 40 , 50 , 60 , 70 
4128,bruce purchased 8 kg of grapes at the rate of 70 per kg and 8 kg of mangoes at the rate of 55 per kg . how much amount did he pay to the shopkeeper ?,c,gain, a ) 1040 , b ) 1050 , c ) 1000 , d ) 1065 , e ) 1075 
4129,"some of the 50 % solution of acid was removed and this was replaced with an equal amount of 20 % solution of acid . as a result , a 35 % solution of acid was obtained . what fraction of the original solution was replaced ?",b,gain, 1 / 3 , 1 / 2 , 2 / 3 , 3 / 5 , 4 / 7 
4130,"of the land owned by a farmer , 90 percent was cleared for planting . of the cleared land , 10 percent was planted with grapes and 80 percent of the cleared land was planted with potato . if the remaining 450 acres of cleared land was planted with tomato , how many acres did the farmer own ?",e,gain, 3500 , 4500 , 5500 , 5250 , 5000 
4131,"find compound interest on $ 16000 at 15 % per annum for 2 years 4 months , compounded annually .",c,gain, 6109 , 6209 , 6218 , 6107 , 6100 
4132,"a cycle is bought for rs . 930 and sold for rs . 1210 , find the gain percent ?",b,gain, 70 % , 30 % , 40 % , 50 % , 80 % 
4133,if difference between compound interest and simple interest on a sum at 10 % p . a . for 2 years is rs . 61 then sum is,a,gain, s . 6100 , s . 5100 , s . 5800 , s . 6000 , s . 6200 
4134,a sum of money at simple interest amounts to rs . 815 in 4 years and to rs . 854 in 5 years . the sum is :,a,gain, 659 , 698 , 780 , 910 , none 
4135,"ritesh and co . generated revenue of rs . 1,500 in 2006 . this was 12.5 % of its gross revenue . in 2007 , the gross revenue grew by rs . 2,500 . what is the percentage increase in the revenue in 2007 ?",b,gain, 12.5 % , 20.83 % , 25 % , 50 % , none of these 
4136,a number increased by 20 % gives 480 . the number is,b,gain, 200 , 400 , 300 , 450 , 500 
4137,"mike needs 30 % to pass . if he scored 212 marks and falls short by 13 marks , what was the maximum marks he could have got ?",c,gain, 343 , 377 , 750 , 367 , 232 
4138,"a merchant gets a 5 % discount on each meter of fabric he buys after the first 2,000 meters and a 7 % discount on every meter after the next 1,500 meters . the price , before discount , of one meter of fabric is $ 2 , what is the total amount of money the merchant spends on 7,000 meters of fabric ?",a,gain, $ 13, $ 14, $ 15, $ 16, $ 17
4139,a fair price shopkeeper takes 10 % profit on his goods . he lost 50 % goods during theft . his loss percent is :,b,gain, 72 % , 45 % , 32 % , 12 % , 22 % 
4140,"a sum was put a simple interest at a certain rate for 4 years . had it been put at 3 % higher rate , it would have fetched rs . 120 more . the sum is :",b,gain, s . 750 , s . 1000 , s . 1250 , s . 1500 , s . 1750 
4141,bruce purchased 8 kg of grapes at the rate of 70 per kg and 9 kg of mangoes at the rate of 55 per kg . how much amount did he pay to the shopkeeper ?,c,gain, 1040 , 1050 , 1055 , 1065 , 1075 
4142,"in a certain math department , students are required to enroll in either calculus or trigonometry , each of which is offered in beginner and advanced courses . the number of students enrolled in trigonometry is 50 % greater than the number of students enrolled in calculus , and 70 % of calculus students are enrolled in the beginner course . if 4 / 5 of students are in the beginner courses , and one student is selected at random , what is the probability that an advanced trigonometry student is selected ?",a,gain, 8 % , 16 % , 20 % , 24 % , 40 % 
4143,a small company reduced its faculty by approximately 13 percent to 263 employees . what was the original number of employees ?,e,gain, a ) 182 , b ) 208 , c ) 220 , d ) 224 , e ) 302 
4144,"to a sugar solution of 3 liters containing 40 % sugar , one liter of water is added . the percentage of sugar in the new solution is ?",b,gain, 20 % , 30 % , 25 % , 15 % , 50 % 
4145,a shopkeeper labeled the price of his articles so as to earn a profit of 20 % on the cost price . he then sold the articles by offering a discount of 5 % on the labeled price . what is the actual percent profit earned in the deal ?,a,gain, 24 % , 20 % , 17 % , 18 % , none of these 
4146,by selling 11 pencils for a rupee a man loses 30 % . how many for a rupee should he sell in order to gain 30 % ?,d,gain, 8 , 7 , 6 , 11 , 9 
4147,"a and b r 2 men who enter into business and they invest rs 1000 , rs 2000 respectively . how will they divide the income of rs 5000",c,gain, 33361667 , 33391667 , 33331666 , 33331668 , 33331669 
4148,"in a certain pond , 80 fish were caught , tagged , and returned to the pond . a few days later , 80 fish were caught again , of which 2 were found to have been tagged . if the percent of tagged fish in the second catch approximates the percent of tagged fish in the pond , what is the approximate number of fish in the pond ?",c,gain, 400 , 625 , 3, 4, 10
4149,"ravi and kavi start a business by investing â ‚ ¹ 5000 and â ‚ ¹ 72000 , respectively . find the ratio of their profits at the end of year .",b,gain, 2 : 72 , 5 : 72 , 7 : 72 , 1 : 72 , 3 : 72 
4150,by selling 18 pencils for a rupee a man loses 20 % . how many for a rupee should he sell in order to gain 20 % ?,b,gain, 8 , 12 , 6 , 4 , 9 
4151,joe invested a certain sum of money in a simple interest bond whose value grew to $ 260 at the end of 3 years and to $ 360 at the end of another 5 years . what was the rate of interest in which he invested his sum ?,c,gain, 6 % , 8 % , 10 % , 12 % , 15 % 
4152,the salary of a worker is first increased by 15 % and afterwards reduced by 15 % . what is the net change in the worker ' s salary ?,d,gain, 5.25 % increase , 5.25 % decrease , 2.25 % increase , 2.25 % decrease , no change 
4153,"sam invested $ 1000 @ 20 % per annum for one year . if the interest is compounded half yearly , then the amount received by sam at the end of the year will be ?",c,gain, $ 1542 , $ 1145 , $ 1210 , $ 1642 , $ 1020 
4154,70 is what percent of 125 ?,e,gain, 35 % , 40 % , 45 % , 50 % , 56 % 
4155,"the owner of a furniture shop charges his customer 20 % more than the cost price . if a customer paid rs . 3600 for a computer table , then what was the cost price of the computer table ?",c,gain, 2299 , 2699 , 3000 , 6725 , 2601 
4156,"because he ’ s taxed by his home planet , mork pays a tax rate of 30 % on his income , while mindy pays a rate of only 20 % on hers . if mindy earned 3 times as much as mork did , what was their combined tax rate ?",e,gain, 32.5 % , 34 % , 35 % , 36 % , 22.5 % 
4157,"sahil purchased a machine at rs 9000 , then got it repaired at rs 5000 , then gave its transportation charges rs 1000 . then he sold it with 50 % of profit . at what price he actually sold it .",a,gain, rs . 22500 , rs . 24500 , rs . 26500 , rs . 28500 , none of these 
4158,if a lends rs . 3500 to b at 10 % per annum and b lends the same sum to c at 15 % per annum then the gain of b in a period of 3 years is ?,a,gain, 525 , 500 , 510 , 530 , 550 
4159,"a furniture dealer purchased a desk for $ 150 and then set the selling price equal to the purchase price plus a markup that was 50 % of the selling price . if the dealer sold the desk at the selling price , what was the amount of the dealer ' s gross profit from the purchase and the sale of the desk ?",c,gain, 60 % , 70 % , 100 % , 90 % , 80 % 
4160,"p and q started a business investing rs . 85,000 and rs . 15,000 respectively . in what ratio the profit earned after 2 years be divided between p and q respectively ?",e,gain, 17 : 1 , 17 : 6 , 17 : 9 , 17 : 2 , 17 : 3 
4161,"a cycle is bought for rs . 900 and sold for rs . 1100 , find the gain percent ?",b,gain, 11 , 22 , 99 , 77 , 18 
4162,a man buys a cycle for rs . 1200 and sells it at a loss of 15 % . what is the selling price of the cycle ?,a,gain, s . 1020 , s . 1160 , s . 1190 , s . 1202 , s . 1256 
4163,"a man invested rs . 4455 in rs . 10 shares quoted at rs . 8.25 . if the rate of dividend be 12 % , his annual income is :",c,gain, rs . 207.40 , rs . 534.60 , rs . 648 , rs . 655.60 , rs . 685.60 
4164,a bag marked at $ 200 is sold for $ 120 . the rate of discount is ?,e,gain, 10 % , 25 % , 20 % , 50 % , 40 % 
4165,"the sale price of a trolley bag including the sale tax is rs . 1120 . the rate of sale tax is 12 % . if the shopkeeper has made a profit of 25 % , the cost price of the trolley bag is :",c,gain, rs 1000 , rs 1515 , rs 800 , rs 900 , none of these 
4166,what is the rate percent when the simple interest on rs . 2000 amount to rs . 500 in 2 years ?,c,gain, 5 % , 6 % , 12.5 % , 95 % , 1 % 
4167,"in the first 10 overs of a cricket game , the run rate was only 4.6 . what should be the run rate in the remaining 40 overs to reach the target of 282 runs ?",b,gain, 4.25 , 5.9 , 6.25 , 7 , 7.5 
4168,"calculate the dividend from moses ' s stock , if he invested rs . 3000 at 72 to obtain an income of rs . 210 .",e,gain, 3 , 9 , 3 , 4 , 5.04 
4169,"a certain airline ' s fleet consisted of 110 type a planes at the beginning of 1980 . at the end of each year , starting with 1980 , the airline retired 3 of the type a planes and acquired 4 new type b plans . how many years did it take before the number of type a planes left in the airline ' s fleet was less than 50 percent of the fleet ?",b,gain, 15 , 16 , 17 , 18 , 19 
4170,"company c produces toy trucks at a cost of $ 5.00 each for the first 100 trucks and $ 3.50 for each additional truck . if 500 toy trucks were produced by company c and sold for $ 9.00 each , what was company c ’ s gross profit ?",c,gain, $ 2, $ 2, $ 2, $ 3, $ 2
4171,"p and q invested in a business . the profit earned was divided in the ratio 3 : 5 . if p invested rs 12000 , the amount invested by q is",a,gain, 30000 , 50000 , 40000 , 20000 , 60000 
4172,"seed mixture x is 40 percent ryegrass and 60 percent bluegrass by weight ; seed mixture y is 25 percent ryegrass and 75 percent fescue . if a mixture of x and y contains 30 percent ryegrass , what percent of the weight of this mixture is x ?",b,gain, 10 % , 33.33 % , 40 % , 50 % , 66.66 % 
4173,"a library branch originally contained 18365 volumes , 30 % of which were fiction novels . 1 / 3 of the volumes were transferred to another location and 1 / 3 of the volumes transferred were fiction novels . what percent of the remaining collection was fiction novels ?",c,gain, 2.5 % , 17.67 % , 28.3 % , 45.2 % , 73.6 % 
4174,"a person spent rs . 5,040 from his salary on food and 5,000 on house rent . after that he was left with 20 % of his monthly salary . what is his monthly salary ?",e,gain, 22, 32, 52, 62, 12
4175,"if a cost college rs 0.70 a companyto produce a program for yhe home coming football game . if rs 15000 was received for addvertisement in the pgm , how many copies rs 0.50 a copy must be sold to make a profit of rs 8000",e,gain, 15000 , 25000 , 45000 , 32000 , 35000 
4176,"if a trader sold two cars each at rs . 325475 and gains 14 % on the first and loses 14 % on the second , then his profit or loss percent on the whole is ?",d,gain, 1.44 % , 1.74 % , 1.84 % , 1.96 % , 1.24 % 
4177,"how much more would rs . 30000 fetch , after two years , if it is put at 20 % p . a . compound interest payable half yearly than if is put at 20 % p . a . compound interest payable yearly ?",e,gain, 482 , 725 , 992 , 837 , 723 
4178,"a survey was sent to 70 customers , 7 of whom responded . then the survey was redesigned and sent to another 63 customers , 9 of whom responded . by approximately what percent did the response rate increase from the original survey to the redesigned survey ?",c,gain, 2 % , 6 % , 4 % , 28 % , 63 % 
4179,the banker ' s gain on a sum due 3 years hence at 12 % per annum is rs . 360 . the banker ' s discount is :,a,gain, rs . 1360 , rs . 1000 , rs . 360 , rs . 640 , none of these 
4180,"carl is facing very difficult financial times and can only pay the interest on a $ 10,000 loan he has taken . the bank charges him a quarterly compound rate of 5 % . what is the approximate interest he pays annually ?",c,gain, $ 1200 , $ 2000 , $ 2150 , $ 2500 , $ 12000 
4181,"a shirt goes on sale for 50 % of its original price . one week later , the sale price is marked down 10 % . the final price is what percent of the original price ?",e,gain, 72 % , 70 % , 52 % , 50 % , 45 % 
4182,"sahil purchased a machine at rs 14000 , then got it repaired at rs 5000 , then gave its transportation charges rs 1000 . then he sold it with 50 % of profit . at what price he actually sold it .",d,gain, rs . 22000 , rs . 24000 , rs . 26000 , rs . 30000 , none of these 
4183,the salary of a person was reduced by 50 % . by what percent should his reduced salary be raised so as to bring it at par with his original salary ?,e,gain, 20 % , 25 % , 50 % , 75 % , 100 % 
4184,john purchased a grinder and a mobile for rs . 15000 & rs . 10000 respectively . he sold the grinder at a loss of 4 % and the mobile phone at a profit of 10 % . overall how much he make a profit .,a,gain, s . 400 , s . 120 , s . 420 , s . 450 , s . 290 
4185,"the market value of a 10.5 % stock , in which an income of rs . 756 is derived by investing rs . 6500 , brokerage being 1 / 4 % , is :",a,gain, 90.03 , 114 , 114.75 , 124 , 124.75 
4186,how many litres of pure acid are there in 8 litres of a 20 % solution,b,gain, 1.5 , 1.6 , 1.7 , 1.8 , 1.9 
4187,"in an election between two candidates , the winner has a margin of 20 % of the votes polled . if 3000 people change their mind and vote for the loser , the loser would have won by a margin of 20 % of the votes polled . find the total number of votes polled in the election ?",a,gain, 15000 , 20000 , 30000 , 60000 , 45000 
4188,"a $ 500 investment and a $ 1,500 investment have a combined yearly return of 16 percent of the total of the two investments . if the $ 500 investment has a yearly return of 7 percent , what percent yearly return does the $ 1,500 investment have ?",e,gain, 9 % , 10 % , 105 / 8 % , 11 % , 19 % 
4189,"an investment yields an interest payment of $ 216 each month . if the simple annual interest rate is 9 % , what is the amount of the investment ?",c,gain, $ 28, $ 30, $ 28, $ 32, $ 35
4190,"one night 18 percent of the female officers on a police force were on duty . if 144 police officers were on duty that night and half of these were female officers , how many female officers were on the police force ?",b,gain, 300 , 400 , 500 , 600 , 700 
4191,"a shirt goes on sale for 70 % of its original price . one week later , the sale price is marked down 10 % . the final price is what percent of the original price ?",a,gain, 63 % , 70 % , 62 % , 50 % , 28 % 
4192,"3 candidates in an election and received 2500 , 5000 and 15000 votes respectively . what % of the total votes did the winningcandidate got in that election ?",d,gain, 45 % , 50 % , 57 % , 66.6 % , 65.6 % 
4193,"jackie has two solutions that are 2 percent sulfuric acid and 12 percent sulfuric acid by volume , respectively . if these solutions are mixed in appropriate quantities to produce 60 liters of a solution that is 10 percent sulfuric acid , approximately how many liters of the 12 percent solution will be required ?",c,gain, 18 , 20 , 48 , 36 , 42 
4194,"a watch was sold at a loss of 36 % . if it was sold for rs . 140 more , there would have been a gain of 4 % . what is the cost price ?",a,gain, 350 , 288 , 799 , 778 , 901 
4195,"weights of two friends ram and shyam are in the ratio 4 : 5 . if ram ' s weight is increased by 10 % and total weight of ram and shyam become 82.8 kg , with an increases of 15 % . by what percent did the weight of shyam has to be increased ?",a,gain, 19 % , 10 % , 21 % , 16 % , none 
4196,a man invests in a 16 % stock at 128 . the interest obtained by him is :,c,gain, 12.9 % , 92.5 % , 12.5 % , 12.6 % , 12.7 % 
4197,"if a book is sold at 8 % profit instead of 8 % loss , it would have brought rs 12 more . find out the cost price of the book",a,gain, rs 75 , rs 72 , rs 60 , rs 70 , rs 80 
4198,"calculate how long it will take a swimmer to swim a distance of 3 km against the current of a river which flows at 1.7 km / hr , given that he can swim in still water at 3 km / h",a,gain, 2.31 , 9.31 , 1.31 , 4.31 , 3.31 
4199,one fourth of a solution that was 15 % sugar by weight was replaced by a second solution resulting in a solution that was 16 percent sugar by weight . the second solution was what percent sugar by weight ?,d,gain, 34 % , 24 % , 22 % , 16 % , 8.5 % 
4200,the profit earned by selling an article for $ 832 is equal to the loss incurred when the same article is sold for $ 448 . what should be the sale price for making 50 % profit ?,c,gain, $ 480 , $ 450 , $ 960 , $ 870 , $ 660 
4201,"if the cost price of 24 articles is equal to the selling price of 16 articles , what is the percentage of profit or loss that the merchant makes ?",b,gain, 20 % loss , 50 % profit , 33.33 % loss , 30.33 % loss , none of these 
4202,"a car dealership has 40 cars on the lot , 15 % of which are silver . if the dealership receives a new shipment of 80 cars , 30 % of which are not silver , what percentage of total number of cars are silver ?",b,gain, 20 % , 25 % , 30 % , 35 % , 40 % 
4203,how many liters of water must be evaporated from 50 liters of a 3 - percent sugar solution to get a 2 - percent solution ?,e,gain, 35 , 33 1 / 3 , 27 , 16 2 / 3 , 18 
4204,"how much more would rs . 40000 fetch , after two years , if it is put at 20 % p . a . compound interest payable half yearly than if is put at 20 % p . a . compound interest payable yearly ?",c,gain, 482 , 725 , 964 , 837 , 923 
4205,fresh grapes contain 80 % water by weight and raisins obtained by drying fresh grapes contain 25 % water by weight . how many kgs of fresh grapes are needed to get 20 kgs of raisins ?,a,gain, 75 kgs , 64 kgs , 72 kgs , 65 kgs , 70 kgs 
4206,"one night 25 percent of the female officers on a police force were on duty . if 500 officers were on duty that night and half of these were female officers , how many female officers were on the police force ?",e,gain, 90 , 180 , 270 , 500 , 1
4207,a shop owner sells 30 mtr of cloth and gains sp of 10 metres . find the gain % ?,c,gain, 30 % , 40 % , 50 % , 65 % , 72 % 
4208,a man walking at a rate of 15 km / hr crosses a bridge in 20 minutes . the length of the bridge is ?,d,gain, 1250 m , 1110 m , 950 m , 1000 m , 1300 m 
4209,the calendar of the year 2032 can be used again in the year ?,a,gain, 2060 , 2050 , 2040 , 2033 , 2034 
4210,a sum of money at simple interest amounts to rs . 825 in 3 years and to rs . 840 in 4 years . the sum is ?,c,gain, s . 738 , s . 638 , s . 777 , s . 730 , s . 735 
4211,"after giving a discount of rs . 50 the shopkeeper gets a profit of 20 % , if the cost price is rs . 500 . find the marked price % ?",e,gain, 450 , 500 , 650 , 600 , 650 
4212,"if c is 25 % of a and 50 % of b , what percent of a is b ?",b,gain, 2.5 % , 50 % , 25 % , 35 % , 250 % 
4213,"if x is invested in a bank at a rate of simple interest of y % p . a . for two years , then the interest earned is 600 . if x is invested at y % p . a . , for two years when the interest is compounded annually , the interest is 615 . what is the value of x ?",b,gain, 8000 , 6000 , 5000 , 4000 , 3000 
4214,what will be the difference between simple interest and compound interest @ 10 % per annum on a sum of rs . 1000 after 3 years ?,e,gain, 22 , 77 , 26 , 19 , 31 
4215,"in an office , 10 percent of the workers have at least 5 years of service , and a total of 16 workers have at least 10 years of service . if 90 percent of the workers have fewer than 10 years of service , how many of the workers have at least 5 but fewer than 10 years of service ?",a,gain, 16 , 64 , 50 , 144 , 160 
4216,"population of a city in 20004 was 1500000 . if in 2005 there isan increment of 15 % , in 2006 there is a decrements of 35 % and in 2007 there is an increment of 45 % , then find the population of city atthe end of the year 2007",e,gain, 354354 , 545454 , 465785 , 456573 , 3251625 / 2 
4217,? % of 360 = 93.6,c,gain, 277 , 36 , 26 , 72 , none of these 
4218,arun purchased 30 kg of wheat at the rate of rs . 11.50 per kg and 20 kg of wheat at the rate of 14.25 per kg . he mixed the two and sold the mixture . approximately what price per kg should be sell the mixture to make 20 % profit ?,a,gain, 15.12 , 16.33 , 16.35 , 16.3 , 16.32 
4219,double of quarter of 2 percent written as a decimal is :,a,gain, 0.01 , 0.0005 , 0.25 , 0.005 , none of these 
4220,"kanul spent $ 80000 in buying raw materials , $ 30000 in buying machinery and 20 % of the total amount he had as cash with him . what was the total amount ?",b,gain, $ 135656 , $ 137500 , $ 134446 , $ 123265 , $ 124564 
4221,there are 100 employees in a room . 99 % are managers . how many managers must leave the room to bring down the percentage of manager to 98 % ?,c,gain, 1 , 2 , 50 , 49 , 97 
4222,6.2 is what percent of 1000 ?,c,gain, 62 % , 6.2 % , 0.62 % , 0.062 % , 0.0062 % 
4223,"in the first 10 overs of a cricket game , the run rate was only 3.6 . what should be the run rate in the remaining 40 overs to reach the target of 282 runs ?",c,gain, 6.25 , 6.5 , 6.15 , 7 , 8 
4224,"working together at their respective constant rates , machine a and machine b can produce 1,800 units in 8 hours . working alone , machine b would complete that same output in 50 % more time . if machine a were to work on its own for an 8 - hour shift , what percent of the 1,800 unit total would it produce ?",c,gain, 25 , 33 , 30 , 67 , 75 
4225,"in an election between two candidates , one got 55 % of the total valid votes , 20 % of the votes were invalid . if the total number of votes was 7500 , the number of valid votes that the other candidate got , was :",b,gain, 2800 , 2700 , 2900 , 2200 , 2300 
4226,"the credit card and a global payment processing companies have been suffering losses for some time now . a well known company recently announced its quarterly results . according to the results , the revenue fell to $ 48.0 billion from $ 85.0 billion , a year ago . by what percent did the revenue fall ?",c,gain, 20.8 , 30.4 , 43.5 , 32.5 , 33.8 
4227,"in an office , 20 percent of the workers have at least 5 years of service , and a total of 16 workers have at least 10 years of service . if 90 percent of the workers have fewer than 10 years of service , how many of the workers have at least 5 but fewer than 10 years of service ?",a,gain, 32 , 64 , 50 , 144 , 160 
4228,"during a sale , the price of a pair of shoes is marked down 13 % from the regular price . after the sale ends , the price goes back to the original price . what is the percent of increase to the nearest percent from the sale price back to the regular price for the shoes ?",d,gain, 9 % , 10 % , 11 % , 15 % , 90 % 
4229,a sum of money becomes 7 / 6 of itself in 4 years at a certain rate of simple interest . the rate per annum is ?,a,gain, 25 / 6 , 5 5 / 7 , 5 5 / 2 , 5 5 / 8 , 5 5 / 1 
4230,i bought two books ; for rs . 480 . i sold one at a loss of 15 % and other at a loss of 25 % and then i found each book was sold at the same price . find the cost of the book sold at a lower loss ?,c,gain, a ) 657 , b ) 280 , c ) 225 , d ) 289 , e ) 427 
4231,a money lender finds that due to a fall in the annual rate of interest from 8 % to 7 3 / 5 % his yearly income diminishes by rs . 61.50 . his capital is,a,gain, 153.75 , 37.78 , 246.0 , 27.88 , 127.71 
4232,"in the first 10 overs of a cricket game , the run rate was only 3.2 . what should be the rate in the remaining 40 overs to reach the target of 262 runs ?",d,gain, 6.25 , 6.22 , 6.29 , 5.75 , 6.13 
4233,"a started a business with an investment of rs . 70000 and after 6 months b joined him investing rs . 120000 . if the profit at the end of a year is rs . 50000 , then the share of b is ?",a,gain, 23077 , 24000 , 24005 , 24009 , 24002 
4234,a man walking at a rate of 10 km / hr crosses a bridge in 10 minutes . the length of the bridge is ?,c,gain, 1521 , 1492 , 1667 , 1254 , 1112 
4235,"a student gets 60 % in one subject , 80 % in the other . to get an overall of 75 % how much should get in third subject .",c,gain, 75 % , 25 % , 85 % , 55 % , 65 % 
4236,"john and jane went out for a dinner and they ordered the same dish . both used a 10 % discount coupon . john paid a 15 % tip over the original price of the dish , while jane paid the tip over the discounted price for the coupon . if john paid $ 0.36 more than jane , what was the original price of the dish ?",a,gain, 24 , 34.8 , 37.8 , 42 , 84 
4237,"a , b and c invested rs . 8000 , rs . 4000 and rs . 8000 respectively in a business . a left after six months . if after eight months , there was a gain of rs . 4005 , then what will be the share of b ?",c,gain, rs 690 , rs 790 , rs 890 , rs 990 , none of these 
4238,"a man sells an article at a profit of 25 % . if he had bought it at 20 % less and sold it for rs . 16.80 less , he would have gained 30 % . find the cost of the article .",e,gain, 30 , 40 , 50 , 60 , 80 
4239,"what is the compound interest on rs : 80,000 for 4 months at the rate of 5 % per annum",a,gain, 1341.69 , 1342.69 , 1343.69 , 1344.69 , 1345.69 
4240,the cost price of 20 articles is the same as the selling price of x articles . if the profit is 25 % then determine the value of x .,c,gain, 14 , 15 , 16 , 17 , 18 
4241,120 is what percent of 80 ?,d,gain, 0.2 % , 2 % , 5 % , 150 % , 500 % 
4242,what is 12.5 % of 4 / 12 of 600 ?,a,gain, 25 , 24 , 30 , 27 , 28 
4243,"difference of two numbers is 1860 . if 7.5 % of the number is 12.5 % of the other number , find the number ?",d,gain, 2660 , 3660 , 3000 , 2790 , 4660 
4244,a shopkeeper sold an article offering a discount of 4 % and earned a profit of 26 % . what would have been the percentage of profit earned if no discount was offered ?,c,gain, 24 , 28 , 31 , 32 , 34 
4245,"a man bought 10 crates of mangoes for $ 160 total . if he lost 2 of the crates , at what price would he have to sell each of the remaining crates in order to earn a total profit of 25 percent of the total cost ?",b,gain, $ 35 , $ 25 , $ 45 , $ 50 , $ 55 
4246,"on selling 15 balls at rs . 720 , there is a loss equal to the cost price of 5 balls . the cost price of a ball is :",e,gain, s . 45 , s . 50 , s . 55 , s . 60 , s . 72 
4247,a man took a loan from a bank at the rate of 12 % p . a . simple interest . after 3 years he had to pay rs . 5400 interest only for the period . the principal amount borrowed by him was :,c,gain, rs . 2000 , rs . 10, rs . 15, rs . 20, none 
4248,the sale price sarees listed for rs . 528 after successive discount is 20 % and 10 % is ?,c,gain, 288 , 277 , 380 , 290 , 262 
4249,the cost price of an article is 55 % of the marked price . calculate the gain percent after allowing a discount of 15 % .,c,gain, 40.5 % , 48.7 % , 54.5 % , 55.6 % % , none 
4250,sonika deposited rs . 4500 which amounted to rs . 8400 after 2 years at simple interest . had the interest been 4 % more . she would get how much ?,c,gain, 9680 , 8790 , 8760 , 9020 , 5000 
4251,"the market value of a 10.5 % stock , in which an income of rs . 756 is derived by investing rs . 7500 , brokerage being 1 / 4 % , is :",a,gain, 103.92 , 114 , 114.75 , 124 , 124.75 
4252,the difference between the compound interest and simple interest on a certain sum of money at 5 % per annum for 2 years is 45 . then the original sum is ?,c,gain, rs . 16500 / - , rs . 17000 / - , rs . 18000 / - , rs . 19000 / - , rs . 20000 / - 
4253,a man two flats for $ 675958 each . on one he gains 15 % while on the other he loses 15 % . how much does he gain or lose in the whole transaction ?,b,gain, 2 % , 2.25 % , 3.12 % , 4.65 % , 5.12 % 
4254,"there are 50 students in a class . if 2 % are absent on a particular day , find the number of students present in the class .",d,gain, 43 , 36 , 28 , 49 , 11 
4255,find the compound interest on $ 1200 for 3 years at 20 % p . a . if ci is component yearly ?,c,gain, $ 120 , $ 150 , $ 874 , $ 250 , $ 300 
4256,"find the simple interest on rs . 68,000 at 16 2 / 3 % per year for 9 months .",c,gain, 7500 , 6500 , 8500 , 9500 , none of them 
4257,"a sum of money amounts to rs . 6690 after 3 years and to rs . 10,035 after 6 years on compound interest . find the sum .",b,gain, 4360 , 4460 , 4560 , 4660 , 4760 
4258,"a , b and c enter into partnership . a invests some money at the beginning , b invests double the amount after 6 months , and c invests thrice the amount after 8 months . if the annual gain be rs . 19200 . a ' s share is ?",c,gain, 8876 , 2765 , 6400 , 1298 , 1261 
4259,the profit earned by selling an article for rs . 832 is equal to the loss incurred when the same article is sold for rs . 448 . what should be the sale price for making 20 % profit ?,e,gain, 277 , 960 , 277 , 266 , 768 
4260,a man sold 20 articles for $ 50 and gained 20 % . how many articles should he sell for $ 90 to incur a loss 20 % ?,d,gain, 45 , 36 , 40 , 54 , 48 
4261,"mohit sold an article for $ 21000 . had he offered a discount of 10 % on the selling price , he would have earned a profit of 8 % . what is the cost price of the article ?",e,gain, 16000 , 25000 , 15000 , 18000 , 17500 
4262,"a shopkeeper cheats to the extent of 10 % while buying and selling , by using false weights . his total gain is .",b,gain, 22 , 21 , 8 , 9 , 81 
4263,the sale price sarees listed for rs . 350 after successive discount is 20 % and 5 % is ?,a,gain, 266 , 278 , 342 , 787 , 191 
4264,"a reduction of 25 % in the price of oil enables a house wife to obtain 5 kgs more for rs . 1100 , what is the reduced price for kg ?",c,gain, s . 40 , s . 46 , s . 55 , s . 41 , s . 42 
4265,a shopkeeper sold an article for rs 2564.36 . approximately what was his profit percent if the cost price of the article was rs 2200,a,gain, 17 % , 5 % , 6 % , 7 % , 8 % 
4266,"fox jeans regularly sell for $ 15 a pair and pony jeans regularly sell for $ 18 a pair . during a sale these regular unit prices are discounted at different rates so that a total of $ 8.64 is saved by purchasing 5 pairs of jeans : 3 pairs of fox jeans and 2 pairs of pony jeans . if the sum of the two discount rates is 22 percent , what is the discount rate on pony jeans ?",e,gain, 8 % , 10 % , 11 % , 12 % , 14 % 
4267,machine p and machine q are each used to manufacture 110 sprockets . it takes machine p 10 hours longer to produce 110 sprockets than machine q . machine q produces 10 % more sprockets per hour than machine a . how many sprockets per hour does machine a produce ?,e,gain, 5 , 15 , 55 , 95 , 1 
4268,"in a certain company , a third of the workers do not have a retirement plan . 20 % of the workers who do not have a retirement plan are women , and 40 % of the workers who do have a retirement plan are men . if 144 of the workers of that company are men , how many of the workers are women ?",e,gain, 80 , 95 , 105 , 120 , 126 
4269,what is the rate percent when the simple interest on rs . 800 amount to rs . 400 in 2 years ?,d,gain, 5 % , 6 % , 2 % , 25 % , 1 % 
4270,how much 60 % of 50 is greater than 30 % of 30 ?,a,gain, 21 , 91 , 11 , 17 , 12 
4271,"a survey was sent to 95 customers , 7 of whom responded . then the survey was redesigned and sent to another 63 customers , 9 of whom responded . by approximately what percent did the response rate increase from the original survey to the redesigned survey ?",c,gain, 2 % , 5 % , 7 % , 28 % , 63 % 
