,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
10477,"the average waight of a , b , c is 45 kg . the avg wgt of a & b be 40 kg & that of b , c be 43 kg . find the wgt of b .",e,general, 34 kg , 40 kg , 42 kg , 41 kg , 31 kg 
10478,john ' s marks wrongly entered as 82 instead of 62 . due to that the average marks for the class got increased by half ( 1 / 2 ) . the number of john in the class is ?,c,general, 70 , 78 , 80 , 84 , 90 
10479,the difference between the place value and the face value of 7 in the numeral 856973 is,a,general, 63 , 6973 , 5994 , 6084 , none of these 
10480,"if a person walks at 15 km / hr instead of 5 km / hr , he would have walked 20 km more . the actual distance traveled by him is ?",d,general, 50 km , 76 km , 18 km , 10 km , 97 km 
10481,"for all even integers n , h ( n ) is defined to be the sum of the even integers between 6 and n , inclusive . what is the value of h ( 18 ) / h ( 10 ) ?",b,general, 1.8 , 4 , 6 , 18 , 60 
10482,the average weight of 8 person ' s increases by 2 kg when a new person comes in place of one of them weighing 65 kg . what might be the weight of the new person ?,c,general, 70 kg , 80 kg , 81 kg , 90 kg , 91 kg 
10483,the mean proportional between 4 and 9 is ?,b,general, 33 , 77 , 35 , 88 , 29 
10484,"the average weight of 29 students is 28 kg . by the admission of a new student , the average weight is reduced to 27.2 kg . the weight of the new student is",a,general, 4 kg , 21.6 kg , 22.4 kg , 21 kg , none of these 
10485,the average expenditure of a labourer for 6 months was 80 and he fell into debt . in the next 4 months by reducing his monthly expenses to 60 he not only cleared off his debt but also saved 30 . his monthly income i,c,general, 70 , 72 , 75 , 78 , 80 
10486,"a man saves 25 % of his monthly salary . if an account of dearness of things he is to increase his monthly expenses by 10 % , he is only able to save rs . 175 per month . what is his monthly salary ?",a,general, rs . 1000 , rs . 2000 , rs . 1500 , rs . 3000 , rs . 3100 
10487,"having received his weekly allowance , john spent 3 / 5 of his allowance at the arcade . the next day he spent one third of his remaining allowance at the toy store , and then spent his last $ 0.92 at the candy store . what is john ’ s weekly allowance ?",d,general, $ 2.55 , $ 2.85 , $ 3.15 , $ 3.45 , $ 3.75 
10488,"a salesman ’ s terms were changed from a flat commission of 5 % on all his sales to a fixed salary of rs . 1300 plus 2.5 % commission on all sales exceeding rs . 4000 . if his remuneration as per new scheme was rs . 600 more than that by the previous schema , his sales were worth ?",c,general, 12028 , 12000 , 12019 , 12197 , 18000 
10489,"exactly 3 / 7 of the people in the room are under the age of 21 , and exactly 5 / 11 of the people in the room are over the age of 65 . if the total number of the people in the room is greater than 50 and less than 100 , how many people in the room are under the age of 21 ?",c,general, 21 , 35 , 33 , 60 , 65 
10490,"with # andeach representing different digits in the problem below , the difference between # and # # is 801 . what is the value of ? # - # # ____ 812",c,general, 7 , 8 , 9 , 10 , 11 
10491,( √ 97 + √ 486 ) / √ 54 = ?,e,general, 2 √ 2 , 2 √ 3 , 3 √ 2 , 3 √ 3 , 13 / 3 
10492,find the smallest number which when divided by 13 and 15 leaves respective remainders of 2 and 4,c,general, 187 , 197 , 184 , 219 , 227 
10493,"if sharon ' s weekly salary increased by 16 percent , she would earn $ 406 per week . if instead , her weekly salary were to increase by 20 percent , how much would she earn per week ?",a,general, $ 420 , $ 382 , $ 385 , $ 392 , $ 399 
10494,a student has to obtain 60 % of the total marks to pass . he got 160 marks and failed by 20 marks . the maximum marks are ?,c,general, 210 , 280 , 300 , 320 , 340 
10495,"in a renowned city , the average birth rate is 7 people every two seconds and the death rate is 2 people every two seconds . estimate the size of the population net increase that occurs in one day .",b,general, 215, 216, 217, 218, 219
10496,two trains of equal are running on parallel lines in the same direction at 46 km / hr and 36 km / hr . the faster train passes the slower train in 36.00001 sec . the length of each train is ?,a,general, 50 , 99 , 77 , 26 , 23 
10497,a batsman scored 60 runs which included 2 boundaries and 2 sixes . what percent of his total score did he make by running between the wickets .,b,general, 30 % , 33.33 % , 40 % , 60 % , 50 % 
10498,"the positive numbers w , x , y , and z are such that x is 40 percent greater than y , y is 20 percent greater than z , and w is 20 percent less than x . what percent greater than z is w ?",d,general, 15.2 % , 16.0 % , 20.0 % , 23.2 % , 24.8 % 
10499,48 is divided into two parts in such a way that seventh part of first and ninth part of second are equal . find the smallest part ?,e,general, 66 , 26 , 42 , 27 , 21 
10500,"when average age of 23 members are 0 , how many members greater than 0 ?",b,general, 17 , 22 , 21 , 24 , 25 
10501,"if 2 : 9 : : x : 18 , then find the value of x",c,general, 2 , 3 , 4 , 5 , 6 
10502,"during the first two weeks of january , the total rainfall in springdale was 35 inches . if the rainfall during the second week was 1.5 times the rainfall during the first week , what was the rainfall during the second week of january ?",e,general, 5 inches , 6 inches , 9 inches , 10 inches , 21 inches 
10503,a fifth of arun â € ™ s marks in mathematics exceed a third of his marks in english by 20 . if he got 260 marks in two subjects together how many marks did he got in english ?,c,general, 12080 , 18060 , 20060 , 20040 , none of them 
10504,40 persons like apple . 7 like orange and mango dislike apple . 10 like mango and apple and dislike orange . 4 like all . how many people like apple ?,a,general, 47 , 46 , 54 , 58 , 62 
10505,"one - third of rahul ' s savings in national savings certificate is equal to one - half of his savings in public provident fund . if he has rs . 1 , 50,000 as total savings , how much has he saved in public provident fund ?",b,general, 30000 , 60000 , 50000 , 90000 , 70000 
10506,"if x = - 6 and y = - 3 , what is the value of 4 ( x - y ) ^ 2 - xy ?",b,general, 20 , 18 , 17 , 22 , 23 
10507,"if the sum of the 4 th term and the 12 th term of an arithmetic progression is 12 , what is the sum of the first 15 terms of the progression ?",a,general, 90 , 80 , 70 , 60 , 50 
10508,( 51 + 52 + 53 + . . . + 100 ) = ?,d,general, 2525 , 2975 , 3225 , 3775 , 2753 
10509,"a car was driving at 50 km / h for 30 minutes , and then at 40 km / h for another 30 minutes . what was its average speed ?",a,general, 80 . , 75 . , 70 . , 65 . , 54 . 
10510,the largest 4 digit number exactly divisible by 88 is :,a,general, 9944 , 9955 , 9966 , 6677 , 9958 
10511,"the telephone company wants to add an area code composed of 2 letters to every phone number . in order to do so , the company chose a special sign language containing 324 different signs . if the company used 322 of the signs fully and two remained unused , how many additional area codes can be created if the company uses all 324 signs ?",c,general, 246 , 248 , 1292 , 15, 30
10512,"the toll t , in dollars , for a truck using a certain bridge is given by the formula t = 3.50 + 0.50 ( x − 2 ) , where x is the number of axles on the truck . what is the toll for an 18 - wheel truck that has 2 wheels on its front axle and 4 wheels on each of its other axles ?",e,general, $ 2.50 , $ 3.00 , $ 3.50 , $ 4.00 , $ 5.00 
10513,"in feb mrs bil ' s earnings were 70 percent of the bil family ' s total income . in june mrs bil earned 10 percent more than in may . if the rest of the family ' s income was the same both months , then , in june , mrs bil ' s earnings were approximately what percent of the bil family ' s total income ?",a,general, 72 , 34 , 78 , 37 , 27 
10514,"if two positive numbers are in the ratio 1 / 10 : 1 / 7 , then by what percent is the second number more than the first ?",b,general, 67 % . , 42.8 % . , 60 % . , 68 % . , 80 % . 
10515,if 7125 ¸ 1.25 = 5700 < the value of 712.5 ÷ 12.5 is :,b,general, 5.7 , 57 , 570 , 0.57 , 0.057 
10516,"when 1 / 10 percent of 7,000 is subtracted from 1 / 10 of 7,000 , the difference is",d,general, 0 , 50 , 450 , 693 , 500 
10517,the milk level in a rectangular box measuring 64 feet by 25 feet is to be lowered by 6 inches . how many gallons of milk must be removed ? ( 1 cu ft = 7.5 gallons ),e,general, 100 , 250 , 750 , 5625 , 6000 
10518,"7 , 10 , 8 , 11 , 9 , 12 , ___",a,general, 10 , 11 , 12 , 13 , 14 
10519,"a new home buyer pays 4 % annual interest on her first mortgage and 9 % annual interest on her second mortgage . if she borrowed a total of $ 320,000 , 80 % of which was in the first mortgage , what is her approximate monthly interest payment ?",a,general, $ 1, $ 1, $ 3, $ 13, $ 20
10520,"a man whose bowling average is 12.4 , takes 4 wickets for 26 runs and there by decreases his average by 0.4 . the number of wickets taken by him before his last match is ?",c,general, 53 , 54 , 55 , 56 , 57 
10521,in a mixture of 60 litres the ratio of milk to water is 5 : 1 . additional 20 litres of water is added to the mixture . find the ratio of milk to water in the resulting mixture .,b,general, 2 : 3 , 5 : 3 , 1 : 4 , 3 : 2 , 3 : 1 
10522,"in an ngo the daily average wages of 20 illiterate employees is decreased from rs . 25 to rs . 10 , thus the average salary of all the literate and illiterate employees is decreased rs . 10 per day . the no . of educated employees working in the ngo is :",c,general, 12 , 11 , 10 , 27 , 22 
10523,"you have been given a physical balance and 7 weights of 52 , 50 , 48 , 44 , 45 , 46 and 78 kgs . keeping weights on one pan and object on the other , what is the maximum you can weigh less than 183 kgs .",a,general, 180 , 181 , 182 , 178 , 168 
10524,find unit digit of n when n = 63 ^ 1 ! + 2 ! + . . . + 63 ! + 18 ^ 1 ! + 2 ! + . . . + 18 ! + 37 ^ 1 ! + 2 ! + . . . 37 !,d,general, 2 , 4 , 6 , 8 , 0 
10525,find the value of ( √ 1.5 ) / ( √ 0.81 ) + ( √ 1.44 ) / ( √ 0.49 ) is,e,general, 195 / 63 , 145 / 63 , 155 / 63 , 125 / 63 , 3.075 
10526,"a completes a piece of work in 3 / 4 of the time in b does , b takes 4 / 5 of the time in c does . they got a profit of rs . 40000 how much b gets ?",a,general, 12765 , 121227 , 26887 , 19977 , 26992 
10527,"when a student joe , weighing 40 kg , joins a group of students whose average weight is 30 kg , the average weight goes up by 1 kg . subsequently , if two students , excluding joe , leave the group the average weight comes back to 30 kg . what is the difference between the average weight of the two students who left and the weight of joe ?",a,general, 5 kg , 11 kg , 30 kg , 36.5 kg , 71 kg 
10528,"a certain clock marks every hour by striking a number of times equal to the hour , and the time required for a stroke is exactly equal to the time interval between strokes . at 6 : 00 the time lapse between the beginning of the first stroke and the end of the last stroke is 33 seconds . at 12 : 00 , how many seconds elapse between the beginning of the first stroke and the end of the last stroke ?",d,general, a . 72 , b . 50 , c . 48 , d . 69 , e . 44 
10529,"john bought a total of 20 mangoes and oranges . each mango costs 80 cents and each orange costs 60 cents . if the average price of the 20 mangoes and oranges that john originally purchased was 69 cents , then how many oranges needs to return to raise the average price of his purchase to 72 cents ?",b,general, 4 , 5 , 6 , 7 , 8 
10530,"how many integers from 101 to 900 , inclusive , remains the value unchanged when the digits were reversed ?",d,general, 50 , 60 , 70 , 80 , 90 
10531,what is the units digit of 2222 ^ ( 333 ) * 4444 ^ ( 222 ) ?,e,general, 0 , 2 , 4 , 6 , 10 
10532,"the ratio of petrol and kerosene in the container is 3 : 2 when 10 liters of the mixture is taken out and is replaced by the kerosene , the ratio become 2 : 3 . then total quantity of the mixture in the container is :",b,general, 33 , 30 , 38 , 37 , 27 
10533,"what is the greatest 6 - digit number when divided by 6 , 7 , 8 , 9 , and 10 leaves a remainder of 3 , 4 , 5 , 6 and 7 respectively ?",d,general, 456780 , 678910 , 997479 , 997917 , 997920 
10534,a part - time employee whose hourly wage was decreased by 20 percent decided to increase the number of hours worked per week so that the employee ' s total income did not change . by what percent q should the number of hours worked be increased ?,c,general, 12.5 % , 20 % , 25 % , 50 % , 100 % 
10535,"if each digit in the set a = { 1 , 2 , 3 , 4 , 5 , 6 , 7 } is used exactly once , in how many ways can the digits be arranged ?",b,general, 4830 , 5040 , 5250 , 5460 , 5680 
10536,"roy is now 8 years older than julia and half of that amount older than kelly . if in 4 years , roy will be twice as old as julia , then in 4 years what would be roy ’ s age multiplied by kelly ’ s age ?",c,general, 172 , 180 , 192 , 200 , 216 
10537,a car travels from point a to point b . the average speed of the car is 60 km / hr and it travels the first half of the trip at a speed of 50 km / hr . what is the speed of the car in the second half of the trip ?,c,general, 55 , 60 , 75 , 80 , 90 
10538,"if l is the least positive integer that is divisible by every integer from 1 to 9 inclusive , then l / 2 is =",d,general, 5040 , 2520 , 1890 , 1260 , 630 
10539,"if the average ( arithmetic mean ) of a and b is 115 , and the average of b and c is 160 , what is the value of a − c ?",c,general, − 220 , − 100 , − 90 , 135 , it can not be determined from the information given 
10540,a batsman in his 12 th innings makes a score of 70 and thereby increases his average by 3 runs . what is his average after the 12 th innings if he had never been ‘ not out ’ ?,b,general, 42 , 37 , 44 , 45 , 46 
10541,50 persons like apple . 7 like orange and mango dislike apple . 10 like mango and apple and dislike orange . 4 like all . how many people like apple ?,d,general, 47 , 46 , 54 , 57 , 62 
10542,5 ^ 100 is divided by 18 . then what is the remainder ?,c,general, 10 , 11 , 13 , 15 , 16 
10543,a corporation that had $ 120 billion in profits for the year paid out $ 200 million in employee benefits . approximately what percent of the profits were the employee benefits ? ( note : 1 billion = 10 ^ 9 ),e,general, 50 % , 20 % , 5 % , 4 % , 0.17 % 
10544,"a , b and c have rs . 900 between them , a and c together have rs . 400 and b and c rs . 750 . how much does c have ?",d,general, 100 , 150 , 200 , 250 , 350 
10545,dividing by 3 ⁄ 8 and then multiplying by 5 ⁄ 8 is the same as dividing by what number ?,e,general, 31 ⁄ 5 , 16 ⁄ 5 , 20 ⁄ 9 , 9 ⁄ 20 , 5 ⁄ 3 
10546,"there are 84 supermarkets in the fgh chain . all of them are either in the us or canada . if there are 10 more fgh supermarkets in the us than in canada , how many fgh supermarkets are there in the us ?",d,general, 20 , 31 , 42 , 47 , 64 
10547,"a positive integer , which when added to 1000 , gives a sum which is greater than when it is multiplied by 1000 . this positive integer is",a,general, 1 , 3 , 5 , 7 , 9 
10548,the average of 11 numbers is 22 . average of the first 6 of them is 19 and that of the last 6 is 27 . find the 6 th number ?,c,general, 12 , 25 , 34 , 29 , 27 
10549,"a sporting goods store sold 64 frisbees in one week , some for $ 3 and the rest for $ 4 each . if receipts from frisbee sales for the week totaled $ 200 , what is the fewest number of $ 4 frisbees that could have been sold ?",b,general, 24 , 8 , 12 , 4 , 2 
10550,"when average age of 24 members are 0 , how many members greater than 0 ?",b,general, 17 , 23 , 21 , 24 , 25 
10551,"marcella has 26 pairs of shoes . if she loses 9 individual shoes , what is the greatest number of matching pairs she could have left ?",a,general, 21 , 20 , 19 , 16 , 15 
10552,what is the 28 th digit to the right of the decimal point in the decimal form of 5 / 11 ?,c,general, 3 , 4 , 5 , 6 , 7 
10553,a large box contains 16 small boxes and each small box contains 25 chocolate bars . how many chocolate bars are in the large box ?,d,general, 250 , 350 , 450 , 400 , 650 
10554,"a certain city with a population of 72,000 is to be divided into 11 voting districts , and no district is to have a population that is more than 10 percent greater than the population of any other district what is the minimum possible population that the least populated district could have ?",a,general, a ) 6, b ) 10, c ) 10, d ) 11, e ) 11
10555,"in a caravan , in addition to 60 hens , there are 35 goats and 6 camels with some keepers . if the total number of feet be 193 more than the number of heads in the caravan , the number of keepers is",b,general, 5 , 10 , 15 , 20 , 25 
10556,"a box contain red , blue and green colored balls . the number of red balls is 80 and the number of blue balls is 60 . the number of green balls subtracted from the number of red balls is the same as the number of green balls added with the number of blue balls . then the number of green balls is ?",b,general, 80 , green balls = 70 , 60 , 85 , 140 
10557,"two kinds of vodka are mixed in the ratio 1 : 2 and 2 : 1 and they are sold fetching the profit 25 % and 20 % respectively . if the vodkas are mixed in equal ratio and the individual profit percent on them are increased by 4 / 3 and 5 / 3 times respectively , then the mixture will fetch the profit of",d,general, 18 % , 20 % , 21 % , 25 % , can not be determined 
10558,"in a division , divident is 725 , divisior is 36 and quotient is 20 . find the remainder .",d,general, a ) 4 , b ) 3 , c ) 2 , d ) 5 , e ) 6 
10559,what is the value of 4 ^ 4 + 4 ^ 6 ?,e,general, 4 ^ 12 , 4 ^ 35 , 17 ( 4 ^ 5 ) , 8 ^ 12 , 17 ( 4 ^ 4 ) 
10560,how many even number in the range between 10 to 100 inclusive are not divisible by 3,c,general, 15 , 30 , 31 , 33 , 46 
10561,"at deluxe paint store , fuchsia paint is made by mixing 5 parts of red paint with 3 parts of blue paint . mauve paint is made by mixing 4 parts of red paint with 5 parts blue paint . how many liters of blue paint must be added to 32 liters of fuchsia to change it to mauve paint ?",b,general, 9 , 13 , 15 , 16 , 18 
10562,"if 5 / w + 5 / x = 5 / y and wx = y , then the average ( arithmetic mean ) of w and x is",a,general, 1 / 2 , 1 , 2 , 4 , 8 
10563,"on a certain day , orangeade was made by mixing a certain amount of orange juice with an equal amount of water . on the next day , orangeade was made by mixing the same amount of orange juice with twice the amount of water . on both days , all the orangeade that was made was sold . if the revenue from selling the orangeade was the same for both days and if the orangeade was sold at $ 0.60 per glass on the first day , what was the price e per glass on the second day ?",d,general, $ 015 , $ 0.20 , $ 0.30 , $ 0.40 , $ 0.45 
10564,"in an examination , 25 % of total students failed in hindi , 48 % failed in english and 27 % in both . the percentage of these who passed in both the subjects is :",b,general, 23 , 54 , 28 , 40 , 81 
10565,"if john makes a contribution to a charity fund at school , the average contribution size will increase by 50 % reaching $ 75 per person . if there were 2 other contributions made before john ' s , what is the size of his donation ?",a,general, $ 125 , $ 150 , $ 200 , $ 250 , $ 450 
10566,"n and m are each 3 - digit integers . each of the numbers 2 , 34 , 6 , 7 , and 8 is a digit of either n or m . what is the smallest possible positive difference between n and m ?",a,general, 39 , 49 , 58 , 113 , 131 
10567,"for a certain exam , a score of 86 was 5 standard deviations above mean and a score of 67 was 2.5 standard deviations above mean . what was the mean score for the exam ?",c,general, 50 , 55 , 48 , 42 , 49 
10568,"rebecca ' s annual income is $ 20 , and jimmy ' s annual income is $ 10 , . by how much must rebecca ' s annual income increase so that it constitutes 55 % of rebecca and jimmy ' s combined income ?",c,general, 8 , 9 , 7.77 , 10 , 11 
10569,"if x , y , and z are positive integers , and 4 x = 5 y = 6 z , then the least possible value of x + y + z is",c,general, 15 , 28 , 37 , 42 , 60 
10570,what is the remainder when 3 ^ 30 is divided by 5 ?,e,general, 0 , 1 , 2 , 3 , 4 
10571,"during the first two weeks of january , the total rainfall in springdale was 40 inches . if the rainfall during the second week was 1.5 times the rainfall during the first week , what was the rainfall during the second week of january ?",e,general, 5 inches , 6 inches , 9 inches , 10 inches , 24 inches 
10572,"at veridux corporation , there are 250 employees . of these , 90 are female , and the rest are males . there are a total of 40 managers , and the rest of the employees are associates . if there are a total of 145 male associates , how many female managers are there ?",c,general, 15 , 20 , 25 , 30 , 35 
10573,"on rainy mornings , mo drinks exactly n cups of hot chocolate ( assume that n is an integer ) . on mornings that are not rainy , mo drinks exactly 5 cups of tea . last week mo drank a total of 22 cups of tea and hot chocolate together . if during that week mo drank 8 more tea cups than hot chocolate cups , then how many rainy days were there last week ?",b,general, 2 , 4 , 3 , 5 , 6 
10574,"1370 , 1320 , 1070 , - 180 ?",a,general, - 6430 , - 6530 , - 6630 , - 6730 , - 6830 
10575,"mary and mike enter into a partnership by investing $ 650 and $ 350 respectively . at the end of one year , they divided their profits such that a third of the profit is divided equally for the efforts they have put into the business and the remaining amount of profit is divided in the ratio of the investments they made in the business . if mary received $ 600 more than mike did , what was the profit made by their business in that year ?",a,general, $ 3000 , $ 3200 , $ 3300 , $ 3400 , $ 4000 
10576,"on a certain date , pat invested $ 6000 at x percent annual interest , compounded annually . if the total value of the investment plus interest at the end of 10 years will be $ 24000 , in how many years total will the total value of the investment plus interest increase to $ 48000 ?",a,general, 15 , 16 , 18 , 20 , 24 
10577,"equal amount of water were poured into two empty jars of different capacities , which made one jar 1 / 6 full and other jar 1 / 5 full . if the water in the jar with lesser capacity is then poured into the jar with greater capacity , what fraction of the larger jar will be filled with water ?",c,general, 1 / 7 , 2 / 7 , 1 / 3 , 7 / 12 , 2 / 3 
10578,"the price of lunch for 14 people was $ 207 including a 15 % gratuity for service . what was the average price per person , excluding the gratuity ?",b,general, 11.73 , 12.85 , 13.8 , 14 , 15.87 
10579,the difference between the place values of two sevens in the numeral 69758472 is,d,general, 0 , 100 , 6993 , 699930 , none of these 
10580,the total marks obtained by a student in mathematics and physics is 90 and his score in chemistry is 30 marks more than that in physics . find the average marks scored in mathamatics and chemistry together .,e,general, 40 , 30 , 25 , data inadequate , none of these . 
10581,if x is less than y by 20 % then y exceed x by :,b,general, 33.33 % , 25 % , 75 % , 66.66 % , none of these 
10582,"a picnic attracts 200 persons . there are 20 more men than women , and 20 more adults than children . how many men are at this picnic ?",b,general, 240 , 65 , 110 , 130 , 200 
10583,"the smallest fraction , which each of 6 / 7 , 5 / 14 , 10 / 21 will divide exactly is :",a,general, 30 / 7 , 30 / 98 , 60 / 147 , 50 / 294 , 52 / 294 
10584,find the smallest number which when divided by 11 and 12 leaves respective remainders of 2 and 3 .,a,general, 131 , 197 , 207 , 219 , 227 
10585,"if f ( x ) = 12 - x ^ 2 / 2 and f ( 2 k ) = 6 k , what is one possible value for k ?",d,general, 2 , 3 , 4 , 6 , 8 
10586,"a box contains either blue or red flags . the total number of flags in the box is an even number . a group of children are asked to pick up two flags each . if all the flags are used up in the process such that 60 % of the children have blue flags , and 50 % have red flags , what percentage of children have flags of both the colors ?",b,general, 5 % , 10 % , 15 % , 20 % , it can not be determined 
10587,find the ones digit of 73 ^ 330,b,general, 3 , 5 , 6 , 7 , 9 
10588,the mean of 50 observations was 36 . it was found later that an observation 28 was wrongly taken as 23 . the corrected new mean is :,c,general, 36.0 , 36.5 , 36.1 , 36.2 , 36.8 
10589,"the rate of interest on a sum of money is 9 % p . a . for the first 3 years , 4 % p . a . for the next 4 years , and 5 % for the period beyond 7 years . if the s . i , occured on the sum for the total period of 8 years is rs . 540 / - , the sum is",a,general, 1, 2, 2, 2, 2
10590,"solution x is 10 percent alcohol by volume , and solution y is 30 percent alcohol by volume . how many milliliters of solution y must be added to 200 milliliters of solution x to create a solution that is 20 percent alcohol by volume ?",a,general, 200 , 300 , 400 , 500 , 600 
10591,the ratio 6 : 3 expressed as a percent equals,d,general, 12.5 % , 40 % , 80 % , 200 % , none 
10592,the average weight of 8 person ' s increases by 6 kg when a new person comes in place of one of them weighing 40 kg . what might be the weight of the new person ?,d,general, 80 kg , 85 kg , 90 kg , 88 kg , 110 kg 
10593,"a and b are two partially filled buckets of water . if 8 liters are transferred from a to b , then a would contain one - third of the amount of water in b . alternatively , if 8 liters are transferred from b to a , b would contain one - half of the amount of water in a . bucket a contains how many liters of water ?",a,general, 88 / 5 , 13 , 17 , 21 , 23 
10594,"if a no . when divided by 44 , gives 432 as quotient and 0 as remainder . what will be the remainder when dividing the same no . by 30",e,general, 11 , 13 , 15 , 17 , 18 
10595,among 7 numbers the average of first 4 numbers is 13 and the average of last 4 numbers is 15 . the sum of last 3 numbers is 55 . the square of the fourth number is equal to the last number then what is the last number ?,d,general, 60 , 52 , 5 , 25 , 125 
10596,"a driver would have reduced the time it took to drive from home to the store by 1 / 3 if the average speed had been increased by 12 miles per hour . what was the actual average speed , in miles per hour , when the driver drove from home to the store ?",c,general, 16 , 20 , 24 , 28 , 32 
10597,the sum of all the digits of the integers from 18 to 21 inclusive is 24 ( 1 + 8 + 1 + 9 + 2 + 0 + 2 + 1 = 24 ) . what is the sum q of all the digits of the integers from 0 to 99 inclusive ?,c,general, 450 , 810 , 900 , 1000 , 1100 
10598,a man has rs . 10350 in the form of rs . 50 notes and rs . 500 notes . the total number of notes are 126 . find the number of notes of rs . 50 denomination .,c,general, 115 , 121 , 117 , 119 , 121 
10599,there are 870 male and female participants in a meeting . half the female participants and one - quarterof the male participants are democrats . one - third of all the participants are democrats . how many of the democrats are female ?,e,general, 75 , 100 , 125 , 175 , 145 
10600,"is two years older than b who is twice as old as c . if the total of the ages of a , b and c be 37 , then how old is b ?",e,general, 7 , 8 , 9 , 10 , 14 
10601,a batsman scored 150 runs which included 5 boundaries and 5 sixes . what percent of his total score did he make by running between the wickets .,d,general, 40 % , 50 % , 60 % , 66.66 % , 70 % 
10602,"a jar of 220 marbles is divided equally among a group of marble - players today . if 2 people joined the group in the future , each person would receive 1 marble less . how many people are there in the group today ?",a,general, 20 , 21 , 22 , 23 , 24 
10603,"if a and b are the roots of the equation x 2 - 4 x + 4 = 0 , then the value of a 2 + b 2 is :",d,general, 36 , 24 , 17 , 8 , 5 
10604,"if ( m - 8 ) is a factor of m ^ 2 - sm - 24 , then s =",b,general, 3 , 5 , 6 , 11 , 16 
10605,"a dice has one of the first 4 prime number on each its 6 sides , with no two sides having the same number . the dice is rolled 10 times and the results added . the addition is most likely to be closet to",b,general, 41 , 43 , 60 , 68 , 70 
10606,"each of the products produced yesterday was checked by worker x or worker y . 0.5 % of the products checked by worker x are defective and 0.8 % of the products checked by worker y are defective . if the total defective rate of all the products checked by worker x and worker y is 0.7 % , what fraction of the products was checked by worker y ?",a,general, 2 / 3 , 5 / 6 , 7 / 8 , 4 / 5 , 5 / 8 
10607,what is the average of first 21 multiples of 4 ?,a,general, a ) 44 , b ) 77 , c ) 79 , d ) 81 , e ) 82 
10608,"g ( a ) is defined as the product of all even integers k such that 0 < k ≤ x . for example , g ( 14 ) = 2 × 4 × 6 × 8 × 10 × 12 × 14 . if g ( y ) is divisible by 4 ^ 11 , what is the smallest possible value for a ?",b,general, 22 , 24 , 28 , 32 , 44 
10609,last year department store x had a sales total for december that was 7 times the average ( arithmetic mean ) of the monthly sales totals for january through november . the sales total for december was what fraction of the sales total for the year ?,d,general, 1 / 4 , 4 / 15 , 1 / 3 , 7 / 18 , 4 / 5 
10610,"the average age of 15 students of a class is 15 years . out of these , the average age of 5 students is 14 years and that of the other 9 students is 16 years . the age of the 15 th student is ?",b,general, 9 , 11 , 15 , 12 , 20 
10611,"if x + y = 20 , x - y = 10 , for integers of x and y , x = ?",a,general, 15 , 20 , 25 , 13 , 42 
10612,molly ' s age in 18 years will be 5 times her age 6 years ago . what is molly ' s present age ?,d,general, 8 , 9 , 10 , 12 , 14 
10613,"the prices of tea and coffee per kg were the same in june . in july the price of coffee shot up by 20 % and that of tea dropped by 20 % . if in july , a mixture containing equal quantities of tea and coffee costs 90 / kg . how much did a kg of coffee cost in june ?",d,general, 50 , 60 , 80 , 90 , 120 
10614,4 / 15 of 5 / 7 of a number is greater than 4 / 9 of 2 / 5 of the same number by 24 . what is half of that number ?,c,general, 670 , 750 , 945 , 375 , 315 
10615,"a driver just filled the car ' s gas tank with 54 liters of gasohol , a mixture consisting of 5 % ethanol and 95 % gasoline . if the car runs best on a mixture consisting of 10 % ethanol and 90 % gasoline , how many liters of ethanol must be added into the gas tank for the car to achieve optimum performance ?",e,general, 1.5 , 2 , 2.4 , 2.7 , 3 
10616,"a store owner estimates that the average price of type a products will increase by 30 % next year and that the price of type b products will increase by 20 % next year . this year , the total amount paid for type a products was $ 3200 and the total price paid for type b products was $ 5800 . according to the store owner ' s estimate , and assuming the number of products purchased next year remains the same as that of this year , how much will be spent for both products next year ?",c,general, $ 14, $ 15, $ 11, $ 16, $ 17
10617,"the cost of a one - family home was $ 120,000 in 1980 . in 1988 , the price had increased to $ 168,000 . what was the percent increase in the cost of the home ?",d,general, 60 % , 50 % , 55 % , 40 % , 33.3 % 
10618,"marginal cost is the cost of increasing the quantity produced ( or purchased ) by one unit . if the fixed cost for n products is $ 10,000 and the marginal cost is $ 250 , and the total cost is $ 16,000 , what is the value of n ?",b,general, 10 , 24 , 60 , 70 , 85 
10619,the average weight of 10 person ' s increases by 3.5 kg when a new person comes in place of one of them weighing 65 kg . what might be the weight of the new person ?,a,general, 100 kg , 102.5 kg , 85 kg , data inadequate , none of these 
10620,the average marks of 10 students in a class is 100 . but a student mark is wrongly noted as 90 instead of 10 then find the correct average marks ?,c,general, a ) 78 , b ) 82 , c ) 92 , d ) 91 , e ) 85 
10621,what will be remainder when ( 67 ^ 67 + 67 ) is divided by 68 ?,b,general, 65 , 66 , 67 , 71 , 72 
10622,what is the 10 th digit to the right of the decimal point in the decimal equivalent of 124 / 22 ?,b,general, 2 , 3 , 4 , 7 , 6 
