,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
6167,"three cubes of metal whose edges are 5 , 10 and 15 cm respectively , are melted and one new cube is made . find the edge of the new cube ?",d,physics, 28 , 77 , 66 , 16.5 , 99 
6168,"a train 490 m long , running with a speed of 63 km / hr will pass a tree in ?",c,physics, 15 sec , 16 sec , 28 sec , 20 sec , 25 sec 
6169,"a 600 meter long train crosses a signal post in 60 seconds . how long will it take to cross a 3 kilometer long bridge , at the same speed ?",c,physics, 4 min , 2 min , 6 min , 9 min , 5 min 
6170,"george does 3 / 5 th of a piece of work in 9 days . he then calls in paul , and they finish the work in 4 days . how long would paul take to do the work by himself ?",a,physics, 30 , 40 , 50 , 60 , 70 
6171,"a boat sails 15 km of a river towards upstream in 5 hours . how long will it take to cover the same distance downstream , if the speed of current is one - fourth the speed of the boat in still water :",b,physics, 2 , 3 , 4 , 5 , 6 
6172,"along a yard 255 metres long , 18 trees are palnted at equal distances , one tree being at each end of the yard . what is the distance between two consecutive trees",b,physics, 18 , 15 , 10 , 11 , 12 
6173,"how much time will a train of length 280 m moving at a speed of 72 kmph take to cross another train of length 360 m , moving at 36 kmph in the same direction ?",c,physics, 50 , 99 , 64 , 76 , 12 
6174,"two trains , one from howrah to patna and the other from patna to howrah , start simultaneously . after they meet , the trains reach their destinations after 16 hours and 81 hours respectively . the ratio of their speeds is ?",b,physics, 4 : 9 , 9 : 4 , 4 : 5 , 4 : 1 , 4 : 2 
6175,i travel the first part of my journey at 40 kmph and the second part at 60 kmph and cover the total distance of 240 km to my destination in 5 hours . how long did the first part of my journey last ?,c,physics, 4 hours , 2 hours , 3 hours , 2 hours 24 minutes , none 
6176,a boat having a length 4 m and breadth 2 m is floating on a lake . the boat sinks by 1 cm when a man gets on it . the mass of the man is :,d,physics, 12 kg , 60 kg , 72 kg , 80 kg , none of these 
6177,"a certain car can travel 40 minutes on a gallon of gasoline at 80 miles per hour . if the car had started with a full tank and had 8 gallons of gasoline left in its tank at the end , then what percent of the tank was used to travel 80 miles at 80 mph ?",b,physics, 15 % , 16 % , 25 % , 30 % , 40 % 
6178,"the cross - section of a water channel is a trapezium in shape . if the channel is 12 meters wide at the top and 8 meters wide at the bottom and the area of cross - section is 700 square meters , what is the depth of the channel ( in meters ) ?",c,physics, 50', 60', 70', 80', 90'] 
6179,"p , q and r together earn rs . 1620 in 9 days . p and r can earn rs . 600 in 5 days . q and r in 7 days can earn rs . 910 . how much amount does r can earn per day ?",b,physics, rs . 40 , rs . 70 , rs . 90 , rs . 100 , rs . 120 
6180,"two motor cycles a & b are started from one point at 4 kmph & 6 kmph ; after 45 min b starts returning , at what time they will meet ?",a,physics, 54 mins , 55 mins , 56 mins , 57 mins , 58 mins 
6181,two trains a and b start simultaneously in the opposite direction from two points p and q and arrive at their destinations 16 and 9 hours respectively after their meeting each other . at what speed does the second train b travel if the first train travels at 120 km / h,b,physics, 334 , 160 , 387 , 278 , 112 
6182,"a man , a woman and a boy can together complete a piece of work in 3 days . if a man alone can do it in 6 days and a boy alone in 12 days , how long will a woman take to complete the work ?",a,physics, 12 days , 10 days , 9 days , 8 days , 11 days 
6183,the length of a room is 5.5 m and width is 3.75 m . what is the cost of paying the floor by slabs at the rate of $ 400 per sq . metre .,a,physics, $ 8250 , $ 8350 , $ 8650 , $ 8450 , $ 8500 
6184,"a plant manager must assign 10 new workers to one of five shifts . she needs a first , second , and third shift , and two alternate shifts . each of the shifts will receive 2 new workers . how many different ways can she assign the new workers ?",b,physics, 2430 , 2700 , 3300 , 4860 , 5400 
6185,"to fill a tank , 200 buckets of water is required . how many buckets of water will be required to fill the same tank if the capacity of the bucket is reduced to 4 - fifths of its present ?",e,physics, 50 , 100 , 150 , 200 , 250 
6186,a man can row 4 kmph is still water . if the river is running at 2 kmph it takes 90 min to row to a place and back . how far is the place,d,physics, 2 km , 4 km , 5 km , 2.25 km , none of these 
6187,aarti can do a piece of work in 3 days . in how many days will she complete 10 time of work of same type ?,d,physics, 6 days , 18 days , 21 days , 30 days , 13 days 
6188,"two passenger trains start at the same hour in the day from two different stations and move towards each other at the rate of 29 kmph and 21 kmph respectively . when they meet , it is found that one train has traveled 60 km more than the other one . the distance between the two stations is ?",d,physics, 457 km , 444 km , 547 km , 600 km , 453 km 
6189,a can do a work in 6 days . b can do in 12 days . if both a & b are working together in how many days they can finish the work ?,a,physics, 4 , 5 , 6 , 10 , 15 
6190,a 240 metres long train running at the speed of 120 kmph crosses another train running in opposite direction at the speed of 80 kmph in 9 seconds . what is the length of the other train ?,c,physics, 230 m , 240 m , 260 m , 320 m , 330 m 
6191,"a man rows his boat 85 km downstream and 45 km upstream , taking 2 1 / 2 hours each time . find the speed of the stream ?",d,physics, 6 , 7 , 5 , 8 , 9 
6192,six women can do a work in 10 days . ten men can complete the same work in 4 days . what is the ratio between the capacity of a man and a woman ?,d,physics, 1 : 2 , 2 : 1 , 2 : 3 , 3 : 2 , none of these 
6193,a boat having a length 3 m and breadth 2 m is floating on a lake . the boat sinks by 1 cm when a man gets into it . the mass of the man is :,b,physics, 50 kg , 60 kg , 70 kg , 80 kg , none of these 
6194,"tanks a and b are each in the shape of a right circular cylinder . the interior of tank a has a height of 10 meters and a circumference of 6 meters , and the interior of tank b has a height of 6 meters and a circumference of 10 meters . the capacity of tank a is what percent of the capacity of tank b ?",a,physics, 60 % , 80 % , 100 % , 120 % , 125 % 
6195,a jogger running at 9 kmph along side a railway track is 270 metres ahead of the engine of a 120 metre long train running at 45 kmph in the same direction . in how much time will the train pass the jogger ?,d,physics, 3.6 sec , 18 sec , 36 sec , 39 sec , none of these 
6196,a truck covers a distance of 296 km at a certain speed in 8 hours . how much time would a car take at an average speed which is 18 kmph more than that of the speed of the truck to cover a distance which is 6.5 km more than that travelled by the truck ?,c,physics, 6 hours , 5 hours , 5.5 hours , 8 hours , none 
6197,"if i walk at 8 km / h , i miss the bus by 14 minutes . if i walk at 9 km / h , i reach 16 minutes before the arrival of the bus . how far i walk to reach the bus stand ?",c,physics, 3.4 km , 2.9 km , 2.4 km , 2.6 km , 2.8 km 
6198,"if 5 machines can produce 20 units in 10 hours , how long would it take 10 to produce 80 units ?",b,physics, 63 , 20 , 42 , 65 , 84 
6199,"a train 500 m long , running with a speed of 180 km / hr will pass a tree in ?",d,physics, 17 sec , 16 sec , 18 sec , 10 sec , 12 sec 
6200,"a fill pipe can fill 2 / 5 of cistern in 30 minutes in how many minutes , it can fill 4 / 5 of the cistern ?",e,physics, 48 min , 63 min , 25 min , 30 min , 60 min 
6201,the speed of a boat in still water is 24 km / hr and the rate of current is 3 km / hr . the distance travelled downstream in 15 minutes is,d,physics, 1.6 km , 2 km , 3.6 km , 6.75 km , none of these 
6202,"the cross - section of a cannel is a trapezium in shape . if the cannel is 10 m wide at the top and 6 m wide at the bottom and the area of cross - section is 640 sq m , the depth of cannel is ?",d,physics, 76 , 28 , 27 , 80 , 25 
6203,"a certain car can travel 40 minutes on a gallon of gasoline at 70 miles per hour . if the car had started with a full tank and had 8 gallons of gasoline left in its tank at the end , then what percent of the tank was used to travel 80 miles at 60 mph ?",d,physics, 15 % , 30 % , 25 % , 20 % , 40 % 
6204,"two trains 111 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",c,physics, 4.85 , 7.85 , 6.85 , 5.85 , 6.15 
6205,two women started running simultaneously around a circular track of length 1800 m from the same point at speeds of 10 km / hr and 20 km / hr . when will they meet for the first time any where on the track if they are moving in opposite directions ?,a,physics, 72 , 74 , 76 , 78 , 80 
6206,a goods train runs at the speed of 72 kmph and crosses a 240 m long platform in 26 seconds . what is the length of the goods train ?,d,physics, 230 m , 270 m , 643 m , 280 m , 270 m 
6207,"how much time will a train of length 300 m moving at a speed of 72 kmph take to cross another train of length 500 m , moving at 36 kmph in the same direction ?",b,physics, 50 , 80 , 88 , 76 , 12 
6208,"x , y and z , each working alone can complete a job in 2 , 4 and 6 days respectively . if all three of them work together to complete a job and earn $ 2000 , what will be z ' s share of the earnings ?",e,physics, $ 1080.90 , $ 1000.90 , $ 1070.90 , $ 1050.90 , $ 1090.90 
6209,"nicky and cristina are running a race . since cristina is faster than nicky , she gives him a 30 meter head start . if cristina runs at a pace of 5 meters per second and nicky runs at a pace of only 3 meters per second , how many seconds will nicky have run before cristina catches up to him ?",a,physics, 15 seconds , 18 seconds , 25 seconds , 30 seconds , 45 seconds 
6210,"how many bricks , each measuring 25 cm x 11.25 cm x 6 cm , will be needed to build a wall of 8 m x 6.6 m x 22.5 cm ?",e,physics, 6400 , 6410 , 6440 , 6500 , 7040 
6211,a jeep takes 4 hours to cover a distance of 620 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?,d,physics, 148 kmph , 152 kmph , 106 kmph , 103 kmph , 165 kmph 
6212,"the sum of all consecutive odd integers from − 25 to 35 , inclusive , is",c,physics, 130 , 135 , 155 , 195 , 235 
6213,"a train crosses a platform of 130 m in 15 sec , same train crosses another platform of length 250 m in 20 sec . then find the length of the train ?",e,physics, 150 , 887 , 167 , 197 , 230 
6214,"one computer can upload 100 megabytes worth of data in 4 seconds . two computers , including this one , working together , can upload 1300 megabytes worth of data in 20 seconds . how long would it take for the second computer , working on its own , to upload 100 megabytes of data ?",b,physics, 6 , 2.5 , 9 , 11 , 13 
6215,a train running at 1 / 2 of its own speed reached a place in 8 hours . how much time could be saved if the train would have run at its own speed ?,c,physics, 8 hrs , 10 hrs , 4 hrs , 15 hrs , 6 hrs 
6216,"the h . c . f of two numbers is 12 and their l . c . m is 6600 . if one of the numbers is 288 , then the other is ?",e,physics, 255 , 260 , 265 , 270 , 275 
6217,what is the radius of a circle that has a circumference of 3.14 meters ?,e,physics, 2.5', 2', 1.5', 1', 0.5'] 
6218,"if it takes a machine 1 ⁄ 3 minute to produce one item , how many items will it produce in 2 hours ?",e,physics, 1 ⁄ 3 , 4 ⁄ 3 , 80 , 120 , 360 
6219,"a train travels from albany to syracuse , a distance of 100 miles , at the average rate of 50 miles per hour . the train then travels back to albany from syracuse . the total travelling time of the train is 5 hours and 24 minutes . what was the average rate of speed of the train on the return trip to albany ?",a,physics, 31.25 , 30 , 32 , 34 , 36 
6220,a person crosses a 300 m long street in 4 minutes . what is his speed in km per hour ?,b,physics, 1.6 , 4.5 , 8.2 , 6.5 , 2.9 
6221,"walking at 5 / 6 of its usual speed , a train is 10 minutes too late . find its usual time to cover the journey .",a,physics, 50 min , 20 min , 1 hour , 30 min , 45 min 
6222,"two trains of equal lengths take 15 sec and 20 sec respectively to cross a telegraph post . if the length of each train be 120 m , in what time will they cross other travelling in opposite direction ?",c,physics, 16 sec , 12 sec , 17 sec , 21 sec , 23 sec 
6223,"a cistern can be filled by a tap in 4 hours while it can be emptied by another tap in 8 hours . if both the taps are opened simultaneously , then after how much time will the cistern get filled ?",e,physics, 7.5 , 7.4 , 7.9 , 7.2 , 8.0 
6224,"if teena is driving at 55 miles per hour and is currently 7.5 miles behind joe , who is driving at 40 miles per hour in the same direction then in how many minutes will teena be 37.5 miles ahead of joe ?",c,physics, 15 , 60 , 180 , 90 , 105 
6225,"abel can complete a work in 10 days , ben in 12 days and carla in 15 days . all of them began the work together , but abel had to leave after 2 days and ben 5 days before the completion of the work . how long did the work last ?",d,physics, 6 , 7 , 8 , 8 1 / 9 , 10 
6226,"a man can do a piece of work in 5 days , but with the help of his son , he can do it in 3 days . in what time can the son do it alone ?",c,physics, 13 / 2 , 7 , 15 / 2 , 8 , 9 
6227,"annika hikes at a constant rate of 10 minutes per kilometer . she has hiked 2.75 kilometers east from the start of a hiking trail when she realizes that she has to be back at the start of the trail in 45 minutes . if annika continues east , then turns around and retraces her path to reach the start of the trail in exactly 45 minutes , for how many kilometers total did she hike east ?",a,physics, 3.625 , 3.5 , 4 , 4.5 , 5 
6228,"two trains 161 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",d,physics, 6.18 , 7.12 , 7.1 , 8.09 , 8.11 
6229,"on sunday morning , pugsley and wednesday are trading pet spiders . if pugsley were to give wednesday two of his spiders , wednesday would then have 9 times as many spiders as pugsley does . but , if wednesday were to give pugsley 6 of her spiders , pugsley would now have 6 fewer spiders than wednesday had before they traded . how many pet spiders does pugsley have before the trading game commences ?",a,physics, 4 , 6 , 8 , 10 , 20 
6230,if the weight of 13 meters long rod is 23.4 kg . what is the weight of 6 meters long rod ?,b,physics, 7.2 kg . , 10.8 kg . , 12.4 kg . , 18.0 kg , none 
6231,"six bells commence tolling together and toll at intervals of 4 , 6 , 8 , 10 , 12 and 14 seconds respectively . in 70 minutes , how many times do they toll together ?",e,physics, 2 , 3 , 4 , 5 , 6 
6232,two goods trains each 500 m long are running in opposite directions on parallel tracks . their speeds are 45 km / hr and 15 km / hr respectively . find the time taken by the slower train to pass the driver of the faster one ?,b,physics, 78 , 60 , 26 , 23 , 12 
6233,"a take twice as much time as b or thrice as much time to finish a piece of work . working together , they can finish the work in 2 days . b can do the work alone in ?",b,physics, 3 hours , 6 hours , 7 hours , 4 hours , 8 hours 
6234,"a cyclist traveled for two days . on the second day the cyclist traveled 6 hours longer and at an average speed 10 mile per hour slower than she traveled on the first day . if during the two days she traveled a total of 280 miles and spent a total of 12 hours traveling , what was her average speed on the second day ?",a,physics, 5 mph , 10 mph , 20 mph , 30 mph , 40 mph 
6235,what is the speed of the stream if a canoe rows upstream at 9 km / hr and downstream at 12 km / hr,e,physics, 1 kmph , 4 kmph , 3 kmph , 2 kmph , 1.5 kmph 
6236,. a car covers a distance of 495 km in 5 hours . find its speed ?,a,physics, 99 , 100 , 102 , 288 , 2761 
6237,"a man is walking at a speed of 10 km per hour . after every kilometre , he takes rest for 3 minutes . how much time will be take to cover a distance of 3 kilometres ?",e,physics, 48 min . , 50 min . , 45 min . , 55 min . , 24 min . 
6238,the radius of a semi circle is 5.2 cm then its perimeter is ?,c,physics, 32.52 , 32.48 , 26.74 , 32.9 , 32.31 
6239,eden drove an average speed of 15 miles per hour for the first 20 miles of a tripthen at a average speed of 30 miles / hr for the remaining 20 miles of the trip if she made no stops during the trip what was eden ' s avg speed in miles / hr for the entire trip,b,physics, 35 , 20 , 45 , 50 , 55 
6240,two numbers n and 16 have lcm = 52 and gcf = 8 . find n .,b,physics, 35 , 26 , 76 , 87 , 24 
6241,"two trains 151 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",d,physics, 7.19 , 7.18 , 7.16 , 7.84 , 7.12 
6242,20 men or 25 women can finish a work in 25 days . how many days 38 men and 15 women will take to finish this job ?,b,physics, 12 days , 10 days , 5 days , 6 days , 15 days 
6243,eight women can do a work in 10 days . ten men can complete the same work in 6 days . what is the ratio between the capacity of a man and a woman ?,d,physics, 1 : 2 , 2 : 1 , 2 : 3 , 4 : 3 , none of these 
6244,"x , y and z , each working alone can complete a job in 6 , 8 and 12 days respectively . if all three of them work together to complete a job and earn $ 2350 , what will be z ' s share of the earnings ?",d,physics, $ 525 , $ 550.50 , $ 1080.02 , $ 522.3 , $ 1020.2 
6245,a man can row a distance of 5 km in 60 min with the help of the tide . the direction of the tide reverses with the same speed . now he travels a further 25 km in 10 hours . how much time he would have saved if the direction of tide has not changed ?,b,physics, 2 , 5 , 1 , 6 , 7 
6246,a train 120 m in length crosses a telegraph post in 16 seconds . the speed of the train is ?,e,physics, 16 kmph , 88 kmph , 54 kmph , 18 kmph , 27 kmph 
6247,"excluding stoppages , the speed of a train is 45 kmph and including stoppages it is 33 kmph . of how many minutes does the train stop per hour ?",c,physics, 73 , 83 , 16 , 83 , 28 
6248,"worker a takes 8 hours to do a job . worker b takes 10 hours to do the same job . how long should it take both a and b , working together but independently , to do the same job ?",b,physics, 70 hours , 40 / 9 hours , 9 hours , 16 hours , 20 hours 
6249,"rectangle dimensions were given , 2 doors dimensions given , 2 windows dimensions given . 70 cm wide wallpaper to be covered on the walls of this room . cost of wallpaper is 60 per meter . . calculate total cost",d,physics, 20 , 25 , 30 , 60 , 70 
6250,the speed of a boat in still water is 15 km / hr and the rate of current is 3 km / hourr . the distance travelled downstream in 24 mins is ?,c,physics, 6 km , 7 km , 7.2 km , 8 km , 8.4 km 
6251,"a man can row upstream at 22 kmph and downstream at 42 kmph , and then find the speed of the man in still water ?",d,physics, 29 , 92 , 30 , 32 , 23 
6252,"working together , jose and jane can complete an assigned task in 5 days . however , if jose worked alone and complete half the work and then jane takes over the task and completes the second half of the task , the task will be completed in 15 days . how long will jose take to complete the task if he worked alone ? assume that jane is more efficient than jose",b,physics, 26 days , 15 days , 60 days , 65 days , 36 days 
6253,a train 120 m long crosses a platform 120 m long in 6 sec ; find the speed of the train ?,a,physics, 144 kmph , 58 kmph , 54 kmph , 94 kmph , 59 kmph 
6254,"working at constant rate , pump x pumped out half of the water in a flooded basement in 3 hours . the pump y was started and the two pumps , working independently at their respective constant rates , pumped out rest of the water in 3 hours . how many hours would it have taken pump y , operating alone at its own constant rate , to pump out all of the water that was pumped out of the basement ?",a,physics, a . 20 , b . 12 , c . 14 , d . 18 , e . 24 
6255,"two spherical balls lie on the ground touching . if one of the balls has a radius of 10 cm , and the point of contact is 12 cm above the ground , what is the radius of the other ball ?",d,physics, 2 cm , 5 / 2 cm , 5 cm , 15 / 2 cm , none of the these 
6256,"one pipe can fill a tank three times as fast as another pipe . if together the two pipes can fill the tank in 36 minutes , then the slower pipe alone will be able to fill the tank in :",a,physics, 144 min , 145 min , 150 min , 200 min , 250 min 
6257,"each of the three people individually can complete a certain job in 4 , 6 , and 8 hours , respectively . what is the lowest fraction of the job that can be done in 1 hour by 2 of the people working together at their respective rates ?",c,physics, 3 / 8 , 5 / 12 , 7 / 24 , 11 / 36 , 13 / 48 
6258,"a man can row at 4 kmph in still water . if the velocity of current is 1 kmph and it takes him 1 hour to row to a place and come back , how far is the place ?",d,physics, 2.4 km , 2.9 km , 3.4 km , 1.9 km , 5.6 km 
6259,"if 5 parallel lines in a plane is intersected by a family of another 8 parallel lines , how many parallelograms are there in the network thus formed ?",a,physics, 280 , 63 , 120 , 160 , 1260 
6260,"a man started driving at a constant speed , from the site of a blast , the moment he heard the blast . he heard a second blast after a time of 30 mins and 24 seconds . if the second blast occurred exactly 30 mins after the first , how many meters was he from the site when he heard the second blast ? ( speed of sound = 330 m / s )",b,physics, 6810 , 7920 , 9030 , 10, 11
6261,"45 persons can repair a road in 12 days , working 5 hours a day . in how many days will 30 persons , working 6 hours a day , complete the work ?",b,physics, 10 , 15 , 13 , 18 , 19 
6262,"in an intercollegiate competition that lasted for 3 days , 150 students took part on day 1 , 110 on day 2 and 140 on day 3 . if 75 took part on day 1 and day 2 and 25 took part on day 2 and day 3 and 15 took part on all three days , how many students took part only on day 2 ?",d,physics, 50 , 35 , 45 , 25 , 60 
6263,jim drove 923 miles of a 1200 miles journey . how many more miles does he need to drive to finish his journey ?,b,physics, 113 miles , 277 miles , 456 miles , 887 miles , 767 miles 
6264,how many cubes of 10 cm edge can be put in a cubic box of 1 m edge ?,e,physics, 4000 , 2000 , 3000 , 5000 , 1000 
6265,a train running at the speed of 60 km / hr crosses a pole in 36 seconds . find the length of the train ?,b,physics, 150 meter , 600 meter , 167 meter , 719 meter , 169 meter 
6266,"two interconnected , circular gears travel at the same circumferential rate . if gear a has a diameter of 60 centimeters and gear b has a diameter of 50 centimeters , what is the ratio of the number of revolutions that gear a makes per minute to the number of revolutions that gear b makes per minute ?",c,physics, 6 : 5 , 9 : 25 , 5 : 6 , 25 : 9 , can not be determined from the information provided 
6267,a train passes a station platform in 46 sec and a man standing on the platform in 16 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,d,physics, 227 , 240 , 460 , 450 , 455 
6268,a rectangular grassy plot 110 m . by 65 m has a gravel path 2.5 m wide all round it on the inside . find the cost of gravelling the path at 80 paise per sq . metre,a,physics, rs 680 , rs 780 , rs 880 , rs 480 , rs 980 
6269,"in a 100 m race , sam beats john by 5 seconds . on the contrary , if sam allowed john to start 35 m ahead of sam , then sam and john reach the finishing point at the same time . how long does sam take to run the 100 m race ?",a,physics, 13 seconds , 25 seconds , 29 seconds , 21 seconds , 6.25 seconds 
6270,"when a train travels at a speed of 110 kmph , it reaches the destination on time . when the same train travels at a speed of 50 kmph , it reaches its destination 15 min late . what is the length of journey ?",a,physics, 12.5 km , 50 km , 60 km , 8.5 km , 9.5 km 
6271,12 machines can do a work in 10 days . how many machines are needed to complete the work in 40 days ?,b,physics, 10 , 3 , 4 , 7 , 5 
6272,4 different airplanes owned by a rock band will be refueling today at the same airport . there are 2 larger planes carrying people and 2 smaller planes carrying equipment . all tanks are empty and will need to be filled completely . the 2 smaller tanks hold 60 liters each and the larger tanks are 50 % bigger . fuel is . 50 cents a liter and there is a charge of $ 100 service for each plane . how much will it cost to fill all 4 planes ?,d,physics, $ 475 , $ 500 , $ 525 , $ 550 , $ 575 
6273,a train 100 meters long takes 6 seconds to cross a man walking at 5 kmph in the direction opposite to that of the train . find the speed of the train .,c,physics, 45 kmph , 50 kmph , 55 kmph , 60 kmph , 70 kmph 
6274,"two pipes a and b can fill a tank in 6 hours and 4 hours respectively . if they are opened on alternate hours and if pipe a is opened first , in how many hours , the tank shall be full ?",c,physics, 2 hrs , 4 hrs , 5 hrs , 6 hrs , 7 hrs 
6275,two trains of equal length are running on parallel lines in the same direction at 46 km / hr and 36 km / hr . the faster train catches and completely passes the slower train in 45 seconds . what is the length of each train ( in meters ) ?,b,physics, 48.5 , 62.5 , 73.5 , 87.5 , 96.5 
6276,"a driver goes on a trip of 60 kilometers , the first 30 kilometers at 48 kilometers per hour and the remaining distance at 24 kilometers per hour . what is the average speed of the entire trip in kilometers per hour ?",b,physics, 30 , 32 , 36 , 40 , 42 
6277,a train travelled from point a to point b at 160 km / h . on its way back the train travelled at 120 km / h and therefore the trip back lasted one hour longer . what is the distance ( in km ) between a and b ?,a,physics, 480 . , 500 . , 510 . , 600 . , 800 . 
6278,"the length of the bridge , which a train 120 meters long and travelling at 45 km / hr can cross in 30 seconds , is ?",c,physics, 328 , 279 , 255 , 288 , 211 
6279,"8 identical machines , working alone and at their constant rates , take 6 hours to complete a job lot . how long would it take for 5 such machines to perform the same job ?",e,physics, 2.25 hours , 8.75 hours , 12 hours , 14.25 hours , 9.6 hours 
6280,"if 20 men can build a water fountain 56 metres long in 42 days , what length of a similar water fountain can be built by 35 men in 3 days ?",c,physics, 3 m , 4 m , 7 m , 9 m , 10 m 
6281,"the amounts of time that three secretaries worked on a special project are in the ratio of 2 to 3 to 5 . if they worked a combined total of 80 hours , how many hours did the secretary who worked the longest spend on the project ?",e,physics, 80 , 70 , 56 , 16 , 40 
6282,a car takes 6 hours to cover a distance of 504 km . how much should the speed in kmph be maintained to cover the same direction in 3 / 2 th of the previous time ?,d,physics, 48 kmph , 50 kmph , 52 kmph , 56 kmph , 60 kmph 
6283,a person has to make 146 pieces of long bar . he take $ seconds to cut piece . what is total time taken by him to make 146 pieces ?,a,physics, 580 seconds , 680 seconds , 500 seconds , 540 seconds , 560 seconds 
6284,"a tank can supply water to a village for 60 days . if a leak at the bottom of the tank drains out 10 liters per day , the supply lasts for 45 days only . for how many days will the supply last if the leak drains out 20 liters per day ?",e,physics, 15 , 18 , 20 , 24 , 36 
6285,"how many plants will be there in a circular bed whose outer edge measure 32 cms , allowing 4 cm 2 for each plant ?",d,physics, 18 , 750 , 24 , 20 , none of these 
6286,a train 400 meters long completely crosses a 300 meters long bridge in 45 seconds . what is the speed of the train is ?,b,physics, 32 , 56 , 29 , 27 , 21 
6287,"if 3 people can do 3 times of a particular work in 3 days , then how many days would it take 8 people to do 8 times of that particular work ?",c,physics, 1 , 2 , 3 , 8 , 11 
6288,a is half good a work man as b and together they finish a job in 32 days . in how many days working alone b finish the job ?,c,physics, 98 days , 21 days , 48 days , 18 days , 19 days 
6289,"machine t takes 2 more hours than machine b to make 20 widgets . if working together , the machines can make 25 widgets in 3 hours , how long will it take machine t to make 40 widgets ?",e,physics, 5 , 6 , 8 , 10 , 12 
6290,45 men working 8 hours per day dig 40 m deep . how many extra men should be put to dig to a depth of 50 m working 6 hours per day ?,c,physics, 10 , 20 , 30 , 40 , 50 
6291,a and b complete a work in 9 days . a alone can do it in 18 days . if both together can do the work in how many days ?,a,physics, 6 days , 8 days , 5 days , 7 days , 15 days 
6292,"if an object travels 200 feet in 4 seconds , what is the object ' s approximate speed in miles per hour ? ( note : 1 mile = 5280 feet )",b,physics, 36 , 34 , 356 , 12 , 45 
6293,a cube of side 3 meter length is cut into small cubes of side 15 cm each . how many such small cubes can be obtained ?,e,physics, 8078 , 1040 , 1058 , 1021 , 8000 
6294,"annie and sam set out together on bicycles traveling at 15 and 12 km per hour respectively . after 40 minutes , annie stops to fix a flat tire . if it takes annie 35 minutes to fix the flat tire and sam continues to ride during this time , how many minutes will it take annie to catch up with sam assuming that annie resumes riding at 15 km per hour ?",e,physics, 20 , 40 , 60 , 80 , 100 
6295,"if a train , travelling at a speed of 360 kmph , crosses a pole in 5 sec , then the length of train is ?",c,physics, 381 m , 112 m , 500 m , 125 m , 433 m 
6296,"a can run 4.5 km distance in 1 min 30 seconds , while b can run this distance in 3 min . by how much distance can a beat b ?",a,physics, 2250 m , 1000 m , 1250 m , 1800 m , 2000 m 
6297,the sector of a circle has radius of 7 cm and central angle 135 o . find its perimeter ?,d,physics, 91.5 cm , 92.2 cm , 28.9 cm , 30.5 cm , 98.2 cm 
6298,two trains running in opposite directions cross a man standing on the platform in 47 seconds and 38 seconds respectively and they cross each other in 40 seconds . the ratio of their speeds is :,c,physics, 3 : 1 , 3 : 2 , 2 : 7 , 3 : 25 , 3 : 4 
6299,"the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 13 km / hr completes one round in 8 minutes , then the area of the park ( in sq . m ) is",a,physics, 345600 , 153400 , 153600 , 154000 , 154200 
6300,a train 200 m long running at 80 kmph crosses a platform in 22 sec . what is the length of the platform ?,d,physics, 338 , 277 , 350 , 288 , 271 
6301,"two pipes a and b can fill a tank in 20 and 30 minutes respectively . if both the pipes are used together , then how long will it take to fill the tank ?",a,physics, 12 min , 15 min , 25 min , 50 min , 55 min 
6302,the sum of 111 consecutive integers is 11211 . what is the greatest integer in the set ?,e,physics, 148 , 150 , 152 , 154 , 156 
6303,"without stoppages , a train travels certain distance with an average speed of 250 km / h , and with stoppages , it covers the same distance with an average speed of 125 km / h . how many minutes per hour the train stops ?",b,physics, 25 , 30 , 35 , 40 , 45 
6304,a and b go around a circular track of length 1500 m on a cycle at speeds of 36 kmph and 54 kmph . after how much time will they meet for the first time at the starting point ?,c,physics, 120 sec , 165 sec , 300 sec , 167 sec , 168 sec 
6305,a train 300 m long takes 9 sec to cross a man walking at 3 kmph in a direction opposite to that of the train . find the speed of the train ?,d,physics, 100 kmph , 90 kmph , 120 kmph , 117 kmph , 125 kmph 
6306,"if there are 210 workers in a factory , and on a certain day , 198 were present . calculate the percentage that showed up for work ? ( round to the nearest tenth ) .",a,physics, 94.3 % , 95.3 % , 93.3 % , 92.3 % , 91.3 % 
6307,a car gets 40 kilometers per gallon of gasoline . how many gallons of gasoline would the car need to travel 210 kilometers ?,d,physics, 8.25 gallons , 7.5 gallons , 6.55 gallons , 5.25 gallons , 4.5 gallons 
6308,"two pipes p and q can fill a cistern in 11 and 15 minutes respectively . both are opened together , but at the end of 3 minutes the first is turned off . how much longer will the cistern take to fill ?",d,physics, 1 / 8 , 1 / 4 , 2 / 4 , 10 / 11 , 1 / 4 
