,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
1511,65 small identical cubes are used to form a large cube . how many more cubes are needed to add one top layer of small cube all over the surface of the large cube ?,c,geometry, 64', 128', 151', 216', 256'] 
1512,"a perfect square is defined as the square of an integer and a perfect cube is defined as the cube of an integer . how many positive integers n are there such that n is less than 30,000 and at the same time n is a perfect square and a perfect cube ?",b,geometry, 4 , 5 , 6 , 7 , 8 
1513,"a tailor trims 6 feet from opposite edges of a square piece of cloth , and 5 feet from the other two edges . if 120 square feet of cloth remain , what was the length of a side of the original piece of cloth ?",b,geometry, 20 , 22 , 24 , 26 , 28 
1514,find the area of a parallelogram with base 14 cm and height 24 cm .,a,geometry, 336 , 384 , 345 , 244 , 242 
1515,"34 . the side surface of a cylinder is rolled with a rectangular plate . if the perimeter of the circular base is 6 feet , and the diagonal of the rectangular plate was 10 ft . what is height of the of the cylinder ?",c,geometry, 7 , 10 , 8 , 12 , 15 
1516,what is the area of square field whose side of length 16 m ?,c,geometry, 225 , 777 , 256 , 288 , 261 
1517,"the volume of a sphere with radius r is ( 4 / 3 ) * pi * r ^ 3 and the surface area is 4 * pi * r ^ 3 . if a sperical balloon has a volume of 288 pi cubic centimeters , what is hte surface area of the balloon in square centimeters ?",c,geometry, a . 40 , b . 100 , c . 400 , d . 1, e . 10
1518,"the percentage increase in the area of rectangle , if each of its side is increased by 10 % is ?",a,geometry, 21 % , 30 % , 25 % , 40 % , 50 % 
1519,"a rectangular grass field is 75 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 1 per sq m ?",b,geometry, 675 , 575 , 1350 , 1450 , 1550 
1520,the diameter of a cylindrical tin is 6 cm and height is 5 cm . find the volume of the cylinder ?,b,geometry, 33', 45', 66', 77', 21'] 
1521,a circle is inscribed in a triangle of side 6 cm . and a square is inscribed in the circle . what is the area of square ?,b,geometry, 4 cm ^ 2', 6 cm ^ 2', 5 cm ^ 2', 7 cm ^ 2', 8 cm ^ 2'] 
1522,"if the area of a triangle with base 6 cm is equal to the area of a square with side 6 cm , then the altitude of the triangle is",a,geometry, 12 cm', 10 cm', 11 cm', 15 cm', 20 cm'] 
1523,"how many odd numbers between 10 and 1,100 are the squares of integers ?",d,geometry, 12 , 13 , 14 , 15 , 16 
1524,abcd is a square where ab = â ˆ š 4004 . let x be a point on ab and y be a point on cd such that ax = cy . compute the area of trapezoid axyd .,b,geometry, 3008 , 2002 , 1008 , 2016 , 3000 
1525,"if circles x and y have the same area and circle x has a circumference of 20 π , half of the radius of circle y is :",b,geometry, 16 , 5 , 4 , 2 , 1 
1526,the ratio of the volumes of two cubes is 1728 : 1331 . what is the ratio of their total surface areas ?,a,geometry, 144 : 121 , 141 : 127 , 144 : 191 , 181 : 161 , 81 : 182 
1527,the dimensions of a room are 25 feet * 15 feet * 12 feet . what is the cost of white washing the four walls of the room at rs . 9 per square feet if there is one door of dimensions 6 feet * 3 feet and three windows of dimensions 4 feet * 3 feet each ?,e,geometry, 4000 , 345 , 5673 , 6530 , 8154 
1528,"d and e are two points respectively on sides ab and ac of triangle abc such that de is parallel to bc . if the ratio of area of triangle ade to that of the trapezium decb is 25 : 144 and bc = 13 cm , then find the length of de .",b,geometry, 12 , 5 , 14 , 11 , 15 
1529,"a full stationary oil tank that is a right circular cylinder has a radius of 100 feet and a height of 25 feet . oil is pumped from the stationary tank to an oil truck that has a tank that is a right circular cylinder until the truck ' s tank is completely filled . if the truck ' s tank has a radius of 5 feet and a height of 10 feet , how far did the oil level drop in the stationary tank ?",e,geometry, 2.5 ft', 1 ft', 0.5 ft', 0.25 ft', 0.025 ft'] 
1530,the surface of a cube is 150 sq cm . find its volume ?,c,geometry, 8 cc , 9 cc , 125 cc , 4 cc , 6 cc 
1531,a diagonal of a polygon is an segment between two non - adjacent vertices of the polygon . how many diagonals does a regular 40 - sided polygon have ?,b,geometry, 875 , 740 , 1425 , 2025 , 2500 
1532,"in a company of 160 employees , 90 are females . a total of 80 employees have advanced degrees and the rest have a college degree only . if 40 employees are males with college degree only , how many employees are females with advanced degrees ?",c,geometry, 40 , 45 , 50 , 55 , 60 
1533,"one side of a rectangle is 3 cm shorter than the other side . if we increase the length of each side by 1 cm , then the area of the rectangle will increase by 20 cm 2 . find the lengths of all sides .",c,geometry, 10 and 3 , 7 and 10 , 11 and 8 , 3 and 10 , 10 and 10 
1534,the edge of a cube is 6 a cm . find its surface ?,a,geometry, 216 a 2 , 24 a 4 , 24 a 1 , 24 a 2 , 24 a 7 
1535,the length of a rectangle is reduced by 30 % . by what % would the width have to be increased to maintain the original area ?,a,geometry, 42.8 % , 20 % , 25 % , 30 % , 35 % 
1536,"line l passes through the points ( - 2,0 ) and ( 0 , a ) . line ll passes through the points ( 4,0 ) and ( 6,2 ) . what value of a makes the two lines parallel ?",b,geometry, 1', 2', 3', 4', 5'] 
1537,"if k and w are the dimensions of a rectangle that has area 60 , and if k and w are integers such that k > w , what is the total number of possible values of k ?",e,geometry, two , three , four , five , six 
1538,the perimeter of one face a of cube is 20 cm . its volume must be,a,geometry, 125 cm 3', 400 cm 3', 1000 cm 3', 8000 cm 3', none'] 
1539,"the area of a rectangle is 460 square metres . if the length is 15 % more than the breadth , what is the breadth of the rectangular field ?",a,geometry, 20', 27', 26', 188', 11'] 
1540,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 5 inches by 24 inches and jordan ' s rectangle is 12 inches long , how wide is jordan ' s rectangle , in inches ?",e,geometry, 25 , 23 , 22 , 20 , 10 
1541,"a rectangular field has to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 680 sq . feet , how many feet of fencing will be required ?",d,geometry, 80 feet', 85 feet', 83 feet', 88 feet', 90 feet'] 
1542,each side of a rectangle is increased by 100 % . by what percentage does the area increase ?,a,geometry, 300 % , 400 % , 500 % , 200 % , 600 % 
1543,"what is the area of a triangle with the following vertices l ( 2 , 3 ) , m ( 5 , 1 ) , and n ( 3 , 5 ) ?",b,geometry, 3', 4', 5', 6', 7'] 
1544,the volume of the greatest sphere that can be cut off from a cylindrical log of wood of base radius 1 cm and height 5 cm is :,b,geometry, 3 / 4 ∏', 4 / 3 ∏', 5 ∏', 5 / 9 ∏', none'] 
1545,the perimeter of an isosceles right triangle is 4 + 4 sq rt 2 . what is the length of the hypotenuse of the triangle ?,a,geometry, 2.82 , 2 , 3 , 4 , 5 
1546,"an 11 - meter long wire is cut into two pieces . if the longer piece is then used to form a perimeter of a square , what is the probability that the area of the square will be more than 4 if the original wire was cut at an arbitrary point ?",e,geometry, 3 / 7', 5 / 8', 3 / 10', 5 / 11', 6 / 11'] 
1547,the supplementary of an angle is thrice its complimentary . find the angle .,b,geometry, 60 , 45 , 90 , 180 , 120 
1548,"if the ratio of the areas of two squares is 225 : 256 , then the ratio of their perimeters is :",c,geometry, 15 : 12', 15 : 14', 15 : 16', 15 : 22', none of these'] 
1549,"a cheese factory sells its cheese in rectangular blocks . a normal block has a volume of three cubic feet . if a large block has twice the width , twice the depth , and three times the length of a normal block , what is the volume of cheese in a large block in cubic feet ?",e,geometry, 18', 6', 27', 48', 36'] 
1550,"a rectangular tiled patio is composed of 126 square tiles . the rectangular patio will be rearranged so that there will be 2 fewer columns of tiles and 4 more rows of tiles . after the change in layout , the patio will still have 126 tiles , and it will still be rectangular . how many rows are in the tile patio before the change in layout ?",c,geometry, 5', 6', 9', 13', 28'] 
1551,"a rectangular floor is covered by a rug except for a strip 2 meters wide along each of the four edge . if the floor is 10 meters by 8 meters , what is the area of the rug in square meters ?",a,geometry, 24 , 26 , 28 , 30 , 32 
1552,the measurement of a rectangular box with lid is 25 cmx 4 cmx 18 cm . find the volume of the largest sphere that can be inscribed in the box ( in terms of π cm 3 ) . ( hint : the lowest measure of rectangular box represents the diameter of the largest sphere ),d,geometry, 11.12 , 10.11 , 72 , 10.66 , 9.2 
1553,the area of a parallelogram is 98 sq m and its altitude is twice the corresponding base . then the length of the base is ?,c,geometry, 8 , 9 , 7 , 6 , 5 
1554,"a small , rectangular park has a perimeter of 560 feet and a diagonal measurement of 100 feet . what is its area , in square feet ?",a,geometry, 4, 19, 20, 20, 20
1555,"if the diagonal of a rectangle is 17 cm long and its perimeter is 46 cm , find the area of the rectangle .",c,geometry, 127 cm ^ 2', 125 cm ^ 2', 120 cm ^ 2', 102 cm ^ 2', none of them'] 
1556,"if the length of the longest chord of a certain circle is 14 , what is the radius of that certain circle ?",d,geometry, 2.5 , 5 , 10 , 7 , 9 
1557,the area of a rectangular field is equal to 800 square meters . its perimeter is equal to 120 meters . find the width of this rectangle .,d,geometry, 5 , 10 , 15 , 20 , 25 
1558,"the ratio of the radius of two circles is 2 : 7 , and then the ratio of their areas is ?",d,geometry, 1 : 7 , 2 : 9 , 1 : 9 , 4 : 49 , 3 : 4 
1559,find the area of the quadrilateral of one of its diagonals is 30 cm and its off sets 9 cm and 6 cm ?,a,geometry, 225 cm 2 , 150 cm 2 , 127 cm 2 , 177 cm 2 , 187 cm 2 
1560,"if the height of a triangle is decreased by 40 % , land its base is increased by 40 % , what will be the effect on its area ?",d,geometry, no change', 16 % increase', 8 % decrease', 16 % decrease', none of thes'] 
1561,"find the surface area of a cuboid 12 m long , 14 m broad and 7 m high",c,geometry, 868 sq . cm', 600 sq . cm', 700 sq . cm', 900 sq . cm', none of these'] 
1562,the length of each side of an equilateral triangle having an area of 4 √ 3 cm 2 is ?,a,geometry, 3 : 4', 3 : 9', 3 : 7', 3 : 1', 3 : 2'] 
1563,the size of a flat - screen tablet is given as the length of the screen ’ s diagonal . how many square inches greater is the screen of a square 6 - inch flat - screen tablet than a square 5 - inch flat - screen tablet ?,e,geometry, 5.0', 6.0', 6.8', 5.8', 5.5'] 
1564,the monthly rent of a shop of dimension 18 feet × 20 feet is rs . 3600 . what is the annual rent per square foot of the shop ?,a,geometry, 120 , 56 , 68 , 87 , 92 
1565,the volume of a box with a square base is 128 cubic cm . the area of the base of the box is 8 inches more than the height . what is the length of the base of the box ?,a,geometry, 4 cm', 8 cm', 16 cm', 24 cm', none of the above'] 
1566,"a right circular cylinder has a height of 22 and a radius of 5 . a rectangular solid with a height of 15 and a square base , is placed in the cylinder such that each of the corners of the solid is tangent to the cylinder wall . liquid is then poured into the cylinder such that it reaches the rim . what is the volume of the liquid ?",d,geometry, 500 ( π – 3 )', 500 ( π – 2.5 )', 500 ( π – 2 )', 550 ( π – 1.5 )', 500 ( π – 1 )'] 
1567,"how many diagonals does a polygon with 23 sides have , if one of its vertices does not connect to any diagonal ?",e,geometry, 201 , 159 , 179 , 189 , 209 
1568,"a rectangular grass field is 75 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 3 per sq m ?",a,geometry, 675 , 575 , 1350 , 1450 , 1550 
1569,"the length of rectangle is thrice its breadth and its perimeter is 96 m , find the area of the rectangle ?",a,geometry, 432 , 288 , 376 , 397 , 592 
1570,"find the volume , curved surface area and the total surface area of a cylinder with diameter of base 7 cm and height 40 cm .",b,geometry, 952 cm ^ 2', 957 cm ^ 2', 954 cm ^ 2', 958 cm ^ 2', none of them'] 
1571,"the mass of 1 cubic meter of a substance is 400 kilograms under certain conditions . what is the volume , in cubic centimeters , of 1 gram of this substance under these conditions ? ( 1 kilogram = 1,000 grams and 1 cubic meter = 1 , 000,000 cubic centimeters )",d,geometry, 0.8 , 1.25 , 8.0 , 2.5 , 80.0 
1572,"what is the smallest positive integer x , such that 1152 x is a perfect cube ?",d,geometry, 4 , 6 , 8 , 12 , 18 
1573,"the area of a triangle will be when a = 3 m , b = 4 m , c = 5 m , a , b , c being lengths of respective sides ?",b,geometry, 3 , 6 , 4 , 9 , 1 
1574,"a 6 - meter long wire is cut into two pieces . if the longer piece is then used to form a perimeter of a square , what is the probability that the area of the square will be more than 1 if the original wire was cut at an arbitrary point ?",a,geometry, 2 / 3', 3 / 4', 4 / 5', 5 / 6', 6 / 7'] 
1575,how many 3 x 3 x 3 cubes could fit in a 10 x 24 x 16 box ?,d,geometry, 150 , 145 , 138 , 142 , 175 
1576,the parameter of a square is equal to the perimeter of a rectangle of length 18 cm and breadth 10 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ) ?,b,geometry, 22.51 , 22.0 , 22.15 , 22.17 , 22.63 
1577,"if paint costs $ 3.20 per quart , and a quart covers 120 square feet , how much will it cost to paint the outside of a cube 10 feet on each edge ?",b,geometry, $ 1.60 , $ 16.00 , $ 96.00 , $ 108.00 , $ 196.00 
1578,the parameter of a square is equal to the perimeter of a rectangle of length 20 cm and breadth 14 cm . find the circumference of a semicircle whose diameter is equal to the side of the square . ( round off your answer to two decimal places ),c,geometry, 77.14 cm , 47.14 cm , 26.71 cm , 94.94 cm , 23.57 cm 
1579,"the width of a rectangular hall is ½ of its length . if the area of the hall is 200 sq . m , what is the difference between its length and breadth ?",b,geometry, 8 m', 10 m', 12 m', 15 m', 17 m'] 
1580,the area of sector of a circle whose radius is 12 metro and whose angle at the center is 41 ° is ?,c,geometry, 49 m 2 , 50 m 2 , 51.5 m 2 , 53 m 2 , 59 m 2 
1581,"a rectangular lawn of dimensions 80 m * 60 m has two roads each 10 m wide running in the middle of the lawn , one parallel to the length and the other parallel to the breadth . what is the cost of traveling the two roads at rs . 3 per sq m ?",d,geometry, rs . 3919', rs . 3910', rs . 3997', rs . 3900', rs . 3902'] 
1582,a equilateral triangle having one side 5 m . in this triangle there is a square of side 2 m . calculate the percentage of area outside square in that triangle .,c,geometry, 68', 54', 63.04', 62', 60'] 
1583,"a cylindrical can has a radius of 4 centimeters and a height of 24 centimeters . what is the area , in square centimeters , of a rectangular label that completely covers the curved surface of the can without over - lapping ?",d,geometry, 16 pi , 64 pi , 96 pi , 192 pi , 576 pi 
1584,"a cylindrical can has a radius of 3 centimeters and a height of 12 centimeters . what is the area , in square centimeters , of a rectangular label that completely covers the curved surface of the can without over - lapping ?",b,geometry, 16 pi , 72 pi , 96 pi , 192 pi , 576 pi 
1585,six dots are evenly spaced on the circumference of a circle . how many combinations of three dots can we make from these 6 dots that do not form an equilateral triangle ?,a,geometry, 18', 17', 16', 15', 14'] 
1586,"a full stationary oil tank that is a right circular cylinder has a radius of 100 feet and a height of 25 feet . oil is pumped from the stationary tank to an oil truck that has a tank that is a right circular cylinder until the truck ' s tank is completely filled . if the truck ' s tank has a radius of 7 feet and a height of 10 feet , how far ( in feet ) did the oil level drop in the stationary tank ?",b,geometry, 0.07 , 0.049 , 0.7 , 0.49 , 4.9 
1587,"three table runners have a combined area of 212 square inches . by overlapping the runners to cover 80 % of a table of area 175 square inches , the area that is covered by exactly two layers of runner is 24 square inches . what is the area of the table that is covered with three layers of runner ?",c,geometry, 18 square inches , 20 square inches , 24 square inches , 28 square inches , 30 square inches 
1588,"a sporting good store sells one type of baseball bat and one type of baseball . the cost for 2 bats and 4 balls is $ 200 . the cost for 1 bat and 6 balls is $ 220 , as well . if someone were to buy an equal number of bats and balls , at most how many bats can he purchase if he has a budget of $ 210 for the purchase ?",c,geometry, 1', 2', 3', 4', 5'] 
1589,find the area of a parallelogram with base 12 cm and height 18 cm .,b,geometry, 200 , 216 , 345 , 244 , 242 
1590,"in the coordinate plane , one of the vertices of a square is the point ( - 5 , - 4 ) . if the diagonals of that square intersect at point ( 3 , 2 ) , what is the area of that square ?",d,geometry, 100 , 225 , 169 , 256 , 324 
1591,"the cost of the paint is rs . 30 per kg . if 1 kg of paint covers 18 sq . ft , how much will it cost to paint outside of a cube having 6 feet each side",c,geometry, rs . 962 , rs . 672 , rs . 540 , rs . 876 , none of these 
1592,"if n is the smallest integer such that 864 times n is the square of an integer , what is the value of n ?",b,geometry, 2 , 3 , 6 , 12 , 24 
1593,"the weight of a hollow sphere is directly dependent on its surface area . the surface area of a sphere is 4 π · r ^ 2 , where r is the radius of the sphere . if a hollow sphere of radius 0.15 cm made of a certain metal weighs 8 grams , a hollow sphere of radius 0.3 cm made of the same metal would weigh how many grams e ?",b,geometry, e = 16 , e = 32 , e = 64 , 128 , 512 
1594,"an order was placed for a carpet whose length and width were in the ratio of 3 : 2 . subsequently , the dimensions of the carpet were altered such that its length and width were in the ratio 4 : 1 but were was no change in its perimeter . what is the ratio of the areas of the carpets ?",b,geometry, 5 : 8', 3 : 2', 6 : 1', 8 : 7', 5 : 6'] 
1595,"if the sides of a triangle are 26 cm , 24 cm and 20 cm , what is its area ?",e,geometry, 120 , 772 , 288 , 266 , 240 
1596,"a metallic sheet is of rectangular shape with dimensions 48 m x 38 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m 3 ) is :",b,geometry, 4830 , 5632 , 6420 , 7500 , 8960 
1597,"a rectangular photograph is surrounded by a border that is 1 inch wide on each side . the total area of the photograph and the border is m square inches . if the border had been 6 inches wide on each side , the total area would have been ( m + 200 ) square inches . what is the perimeter of the photograph , in inches ?",b,geometry, 8 , 12 , 16 , 20 , 24 
1598,what is the area of square field whose side of length 15 m ?,a,geometry, 225 sq m', 186 sq m', 586 sq m', 287 sq m', 296 sq m'] 
1599,"10 business executives and 7 chairmen meet at a conference . if each business executive shakes the hand of every other business executive and every chairman once , and each chairman shakes the hand of each of the business executives but not the other chairmen , how many handshakes would take place ?",c,geometry, 144 , 131 , 115 , 90 , 45 
1600,"the slant height of a cone is 10 cm and radius of the base is 5 cm , find the curved surface of the cone .",d,geometry, 250 , 170 , 148 , 157 , 150 
1601,find the area of a parallelogram with base 30 cm and height 12 cm ?,b,geometry, 290 cm 2 , 360 cm 2 , 270 cm 2 , 280 cm 2 , 260 cm 2 
1602,"there are two concentric circles such that the area of the outer circle is four times the area of the inner circle . let a , b and c be three distinct points on the perimeter of the outer circle such that ab and ac are tangents to the inner circle . if the area of the outer circle is 12 square centimetres then the area ( in square centimetres ) of the triangle abc would be",c,geometry, π √ \u200b 12', 9 / π', 9 √ 3 / π', 6 √ 3 / π', none of these'] 
1603,a cube of edge 6 cm is cut into cubes each of edge 2 cm . the ratio of the total surface area of one of the small cubes to that of the large cube is equal to :,a,geometry, 1 : 9 , 1 : 225 , 1 : 52 , 1 : 522 , none 
1604,a rectangular block 12 cm by 36 cm by 60 cm is cut into an exact number of equal cubes . find the least possible number of cubes ?,c,geometry, 6 , 10 , 15 , 40 , 22 
1605,the diagonals of a rhombus are 15 cm and 12 cm . find its area ?,b,geometry, 70 , 90 , 60 , 80 , 292 
1606,"the radius of a cone is 14 m , slant height is 20 m . find the curved surface area ?",d,geometry, 770 , 550 , 110 , 880 , 330 
1607,what is the ratio between perimeters of two squares one having 3 times the diagonal then the other ?,d,geometry, 3 : 2', 3 : 0', 4 : 1', 3 : 1', 2 : 2'] 
1608,"how much space , in cubic units , is left vacant when maximum number of 7 x 7 x 7 cubes are fitted in a rectangular box measuring 14 x 21 x 17 ?",e,geometry, 878 , 879 , 880 , 881 , 882 
1609,triangle atriangle b are similar triangles with areas 1792 units square and 2527 units square respectively . the ratio of there corresponding height would be,d,geometry, 9 : 10 , 17 : 19 , 23 : 27 , 16 : 19 , 15 : 23 
1610,there are two circles of different radii . the are of a square is 784 sq cm and its side is twice the radius of the larger circle . the radius of the larger circle is seven - third that of the smaller circle . find the circumference of the smaller circle . ?,c,geometry, 87 , 98 , 12 , 27 , 28 
1611,"the diagonal of a square is the height in an equilateral triangle . if the side of the square is x , what is the side of the equilateral triangle in terms of x ?",d,geometry, √ ( 2 / 3 ) × x', 2 / √ 3 × x', √ 3 x', √ ( 8 / 3 ) × x', 2 √ 3 × x'] 
1612,find the area of the quadrilateral of one of its diagonals is 30 cm and its off sets 10 cm and 6 cm ?,c,geometry, 189 cm 2 , 150 cm 2 , 240 cm 2 , 177 cm 2 , 187 cm 2 
1613,"if the sides of a triangle are 26 cm , 24 cm and 12 cm , what is its area ?",a,geometry, 144 , 772 , 288 , 266 , 2848 
1614,"the largest two digit number which is a perfect cube , is :",d,geometry, 25 , 36 , 49 , 64 , 81 
1615,"the volume of a certain substance is always directly proportional to its weight . if 48 cubic inches of the substance weigh 112 ounces , what is the volume , in cubic inches , of 84 ounces of this substance ?",b,geometry, 27', 36', 42', 64', 147'] 
1616,"the largest six digit number which is a perfect cube , is :",a,geometry, 970299 , 907289 , 992289 , 900279 , 999999 
1617,"a full stationary oil tank that is a right circular cylinder has a radius of 100 feet and a height of 25 feet . oil is pumped from the stationary tank to an oil truck that has a tank that is a right circular cylinder until the truck ' s tank is completely filled . if the truck ' s tank has a radius of 5 feet and a height of 12 feet , how far ( in feet ) did the oil level drop in the stationary tank ?",d,geometry, 2.5 , 0.025 , 0.05 , 0.03 , 3 
1618,"a squirrel runs up a cylindrical post , in a perfect spiral path making one circuit for each rise of 5 feet . how many feet does the squirrel travels if the post is 25 feet tall and 3 feet in circumference ?",d,geometry, 10 feet', 12 feet', 13 feet', 15 feet', 18 feet'] 
1619,"what is the smallest positive integer x , such that 5000 x is a perfect cube ?",d,geometry, 4 , 6 , 8 , 25 , 18 
1620,"a circular well with a diameter of 4 metres , is dug to a depth of 14 metres . what is the volume of the earth dug out ?",e,geometry, 32 m 3 , 36 m 3 , 40 m 3 , 44 m 3 , 176 m 3 
1621,what is the area of a square field whose diagonal of length 30 m ?,c,geometry, 287 , 269 , 450 , 200 , 230 
1622,"a metallic sheet is of rectangular shape with dimensions 48 m x 36 m . from each of its corners , a square is cut off so as to make an open box . if the length of the square is 8 m , the volume of the box ( in m ^ 3 ) is :",e,geometry, 2130 , 3620 , 4512 , 5620 , 5120 
1623,two circular frames are kept one above the other . frame x has a diameter of 16 cm and frame y has a diameter of 12 cm . what fraction of the surface of frame x is not covered by frame y ?,b,geometry, 3 / 5', 7 / 16', 12 / 16', 24 / 12', 2 / 3'] 
1624,the number 155 can be written as the sum of the squares of 3 different positive integers . what is the sum of these 3 integers ?,e,geometry, 17 , 16 , 15 , 14 , 21 
1625,"triangle xyz is an isosceles right triangle . if side xy is longer than side yz , and the area of the triangle is 64 , what is the measure of side xy ?",b,geometry, 4 , 16 , 8 , 8 √ 2 , can not be determined from the information provided 
1626,the surface area of a cube is 1734 sq . cm . find its volume,c,geometry, 2334 cubic . cm', 3356 cubic . cm', 4913 cubic . cm', 3478 cubic . cm', none of these'] 
1627,"a rectangular field is to be fenced on three sides leaving a side of 30 feet uncovered . if the area of the field is 720 sq . feet , how many feet of fencing will be required ?",a,geometry, 78 , 40 , 68 , 88 , none 
1628,the area of a parallelogram is 147 sq m and its base is thrice the corresponding height . then the length of the base is ?,d,geometry, 14 m , 29 m , 49 m , 7 , none 
1629,"you buy a piece of land with an area of â ˆ š 100 , how long is one side of the land plot ?",c,geometry, 28 , 29 , 10 , 31 , 32 
1630,"a tailor trims 7 feet from opposite edges of a square piece of cloth , and 5 feet from the other two edges . if 45 square feet of cloth remain , what was the length of a side of the original piece of cloth ?",d,geometry, 13 , 15 , 17 , 19 , 21 
1631,"what is the smallest positive integer x , such that 2160 x is a perfect cube ?",a,geometry, 100 , 6 , 8 , 12 , 18 
1632,"a specialized type of sand consists of 40 % mineral x by volume and 60 % mineral y by volume . if mineral x weighs 2.5 grams per cubic centimeter and mineral y weighs 3 grams per cubic centimeter , how many grams does a cubic meter of specialized sand combination weigh ? ( 1 meter = 100 centimeters )",b,geometry, 5 , 2 , 55, 28, 280 
1633,we need to carve out 125 identical cubes from a cube . what is the minimum number of cuts needed ?,e,geometry, 8', 9', 10', 11', 12'] 
1634,"a block of wood has dimensions 10 cm x 10 cm x 50 cm . the block is painted red and then cut evenly at the 25 cm mark , parallel to the sides , to form two rectangular solids of equal volume . what percentage of the surface area of each of the new solids is not painted red ?",b,geometry, 5.5 % , 8.3 % , 11.6 % , 14.2 % , 17.5 % 
1635,"if the perimeter of δ acd is 9 + 3 √ 3 , what is the perimeter of equilateral triangle δ abc ?",c,geometry, 9', 18 − 3 √ 3', 18', 18 + 3 √ 3', 27'] 
1636,"if the area of a circle decreases by 20 % , then the radius of a circle decreases by",d,geometry, 20 %', 18 %', 36 %', 11 %', none of these'] 
1637,"the ratio between the perimeter and the width of a rectangle is 5 : 1 . if the area of the rectangle is 54 square centimeters , what is the length of the rectangle in centimeters ?",d,geometry, 6 , 7 , 8 , 9 , 10 
1638,"carol and jordan draw rectangles of equal area . if carol ' s rectangle measures 5 inches by 24 inches and jordan ' s rectangle is 3 inches long , how wide is jordan ' s rectangle , in inches ?",d,geometry, 25 , 43 , 42 , 40 , 18 
1639,a cube has four of its faces painted half red and half white . the other faces are completely painted white . what is the ratio between the red painted areas and the white painted areas of the cube ?,c,geometry, 1 : 4 , 1 : 3 , 1 : 2 , 2 : 5 , 2 : 11 
1640,"how many odd numbers between 10 and 1,300 are the squares of integers ?",e,geometry, 12 , 13 , 14 , 15 , 17 
1641,the radius of the two circular fields is in the ratio 3 : 7 the area of the first field is what percent less than the area of the second ?,e,geometry, 82.9 % , 84.2 % , 81.0 % , 80.6 % , 81.6 % 
1642,"three interviewers , a , b , and c are interviewing 40 applicants . only with three interviewers ' admission can an applicant be admitted . if interviewer b admitted 15 applicants , a admitted 17 applicants , and c admitted 20 applicants , at least how many applicants get the admission ?",d,geometry, 8', 2', 6', 0', 12'] 
1643,the ratio of radius of a circle and the side of a square is 2 : 11 . find the ratio of their areas :,d,geometry, 2 : 1 , 4 : 7 , 8 : 77 , 4 : 121 , none 
1644,the perimeter of one square is 40 cm and that of another is 20 cm . find the perimeter and the diagonal of a square which is equal in area to these two combined ?,a,geometry, 11.2 √ 2 , 13 √ 2 , 23 √ 2 , 12 √ 4 , 13 √ 9 
1645,"in may , the grounds keeper at spring lake golf club built a circular green with an area of 81 π square feet . in august , he doubled the distance from the center of the green to the edge of the green . what is the total area of the renovated green ?",e,geometry, 100 pi , 144 pi , 196 pi , 256 pi , 324 pi 
1646,"the surface area of a sphere is 4 π r 2 , where r is the radius of the sphere . if the area of the base of a hemisphere is 3 , what is the surface area t of that hemisphere ?",d,geometry, 6 / π , 9 / π , 6 , 9 , 12 
1647,the number 250 can be written as sum of the squares of 3 different positive integers . what is the sum of these 3 different integers ?,b,geometry, 18', 22', 21', 20', 19'] 
1648,a cylinder is inserted in a sphere d / h = 2 / 3 . find the surface area of the cylinder ?,c,geometry, 23.12', 24.12', 25.12', 26.12', 27.12'] 
1649,how many 4 x 5 x 8 cubes could fit in a 10 x 16 x 84 box ?,a,geometry, 84 , 90 , 85 , 77 , 64 
1650,what will be the ratio between the area of a rectangle and the area of a triangle with one of the sides of the rectangle as base and a vertex on the opposite side of the rectangle ?,d,geometry, 1 : 1', 1 : 2', 2 : 3', 2 : 1', none of these'] 
1651,30 square stone slabs of equal size were needed to cover a floor area of 120 sq . m . find the length of each stone slab ?,b,geometry, 120 cm', 200 cm', 88 cm', 666 cm', 776 cm'] 
1652,the area of a circular field is 13.86 hectares . find the cost of fencing it at the rate of rs . 4.90 per metre .,e,geometry, 2399 , 3888 , 2999 , 5808 , 6468 
1653,"the sides of a triangle are in the ratio 5 : 12 : 13 and its perimeter is 300 m , its area is ?",a,geometry, 3000 sq m', 1878 sq m', 2789 sq m', 26811 sq m', 29762 sq m'] 
1654,approximately how many cubic feet of water are needed to fill a circular swimming pool that is 60 feet across and 6 feet deep ?,d,geometry, 900 , 4000 , 10000 , 17000 , 25000 
1655,a circular garden is surrounded by a fence of negligible width along the boundary . if the length of the fence is 1 / 4 of th area of the garden . what is the radius of the circular garden ?,d,geometry, 1 , 2 , 4 , 8 , 16 
1656,"a lady builds 7 cm length , 18 cm width , and 3 cm height box using 9 cubic cm cubes . what is the minimum number of cubes required to build the box ?",a,geometry, 42', 45', 47', 49', 56'] 
