,Problem,correct,category,option_a,option_b,option_c,option_d,option_e
631,the marks obtained by polly and sandy are in the ratio 5 : 6 and those obtained by sandy and willy are in the ratio of 9 : 7 . the marks obtained by polly and willy are in the ratio of . . . ?,d,other, 9 : 8 , 11 : 10 , 13 : 12 , 15 : 14 , 17 : 16 
632,the simple form of the ratio 5 / 3 : 2 / 5 is ?,c,other, 10 : 6 , 10 : 3 , 25 : 6 , 25 : 3 , 30 : 3 
633,"of the 85 house in a development , 50 have a two - car garage , 40 have an in - the - ground swimming pool , and 35 have both a two - car garage and an in - the - ground swimming pool . how many houses in the development have neither a two - car garage nor an in - the - ground swimming pool ?",e,other, 10 , 15 , 20 , 25 , 30 
634,the ratio of pens to pencils is 5 to 6 . there are 5 more pencils than pens . how many pencils are there ?,b,other, 24 , 30 , 36 , 42 , 48 
635,"if the ratio of the sum of the first 6 terms of a g . p . to the sum of the first 3 terms of the g . p . is 28 , what is the common ratio of the g . p ?",a,other, 3 , 1 / 3 , 2 , 9 , 1 / 9 
636,if shares of two persons in profits are rs . 400 and rs . 500 then ratio of their capitals is,b,other, 3 : 4 , 4 : 5 , 4 : 3 , 1 : 3 , 1 : 2 
637,"if 7 and 9 are factors of 60 n , what is the minimum value of n ?",e,other, 2 , 3 , 7 , 14 , 21 
638,"a bag contains 5 red , 4 blue and 3 green balls . if 2 ballsare picked at random , what is the probability that both are red ?",c,other, 1 / 13 , 2 / 23 , 5 / 33 , 4 / 27 , 3 / 23 
639,nitin ranks 15 th in a class of 47 students . what is rank from the last ?,a,other, 33 , 38 , 32 , 28 , 19 
640,three numbers are in the ratio 3 : 4 : 5 and their l . c . m . is 6000 . their h . c . f is ?,e,other, 20 , 30 , 40 , 50 , 100 
641,puzzle ! ! ! 🙂 if 111 = 09 444 = 12 777 = 15 then 888 = ? ? ?,e,other, 13 , 17 , 18 , 11 , 15 
642,"on a certain farm the ratio of horses to cows is 3 : 1 . if the farm were to sell 15 horses and buy 15 cows , the ratio of horses to cows would then be 5 : 3 . after the transaction , how many more horses than cows would the farm own ?",b,other, 20 , 30 , 40 , 50 , 60 
643,"if the ratio of apples to bananas is 5 to 2 and the ratio of bananas to cucumbers is 1 to 3 , what is the ratio of apples to cucumbers ?",c,other, 2 : 3 , 5 : 3 , 5 : 6 , 1 : 4 , 3 : 4 
644,"the ratio of the present age of two brothers is 1 : 2 and 5 years back , the ratio was 1 : 3 . what will be the ratio of their ages after 5 years ?",c,other, 3 : 9 , 3 : 0 , 3 : 5 , 3 : 2 , 3 : 1 
645,"the ratio , by volume , of bleach ( b ) to detergent ( d ) to water in a certain solution is 2 : 40 : 100 . the solution will be altered so that the ratio of bleach to detergent is tripled while the ratio of detergent to water is halved . if the altered solution will contain 300 liters of water , how many liters of detergent will it contain ?",a,other, 60', 50', 40', 80', 70'] 
646,how many odd factors does 520 have ?,b,other, 3 , 4 , 5 , 6 , 8 
647,"210 reputed college students were asked in a survey if they preferred windows or mac brand computers . 60 students claimed that they preferred mac to windows brand computers . one third as many of the students who preferred mac to windows , equally preferred both brands . 90 of the students had no preference . how many of the students in the survey preferred windows to mac brand computers ?",b,other, 25 , 40 , 50 , 60 , 75 
648,"ratio between rahul and deepak is 4 : 3 , after 6 years rahul age will be 18 years . what is deepak present age ?",d,other, 22 , 15 , 77 , 9 , 182 
649,"sachin is younger than rahul by 4 years . if their ages are in the respective ratio of 7 : 9 , how old is sachin ?",e,other, 24.9 , 24.6 , 24.2 , 24.8 , 24.5 
650,the l . c . m . of two numbers is 36 . the numbers are in the ratio 2 : 3 . then sum of the number is :,b,other, 28 , 30 , 40 , 53 , 54 
651,"in a certain corporation , there are 300 male employees and 150 female employees . it is known that 10 % of the male employees have advanced degrees and 40 % of the females have advanced degrees . if one of the 450 employees is chosen at random , what is the probability this employee has an advanced degree or is female ?",c,other, 1 / 5 , 5 / 15 , 6 / 15 , 3 / 10 , 4 / 15 
652,"in a neighborhood having 90 households , 11 did not have either a car or a bike . if 18 households had a both a car and a bike and 44 had a car , how many had bike only ?",b,other, 30 , 35 , 20 , 18 , 10 
653,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 48 white marbles . how many red marbles could be in bag a ?",e,other, 1 , 3 , 4 , 10 , 12 
654,the l . c . m of two numbers is 48 . the numbers are in the ratio 1 : 3 . the sum of numbers is :,e,other, 28 , 30 , 40 , 50 , 64 
655,"two alloys a and b are composed of two basic elements . the ratios of the compositions of the two basic elements in the two alloys are 5 : 3 and 1 : 1 , respectively . a new alloy x is formed by mixing the two alloys a and b in the ratio 4 : 3 . what is the ratio of the composition of the two basic elements in alloy x ?",d,other, 1 : 1 , 2 : 3 , 5 : 2 , 4 : 3 , 7 : 9 
656,"bag a contains red , white and blue marbles such that the red to white marble ratio is 1 : 3 and the white to blue marble ratio is 2 : 3 . bag b contains red and white marbles in the ratio of 1 : 4 . together , the two bags contain 36 white marbles . how many red marbles could be in bag a ?",e,other, 1 , 3 , 4 , 6 , 8 
657,"in a college the ratio of the numbers of boys to the girls is 5 : 7 . if there are 140 girls , the total number of students in the college is ?",b,other, 200 , 240 , 160 , 250 , 310 
658,what is the number of integers from 1 to 1000 ( inclusive ) that are divisible by neither 10 nor by 35 ?,d,other, 884 , 890 , 892 , 910 , 945 
659,"a bottle contains a certain solution . in the bottled solution , the ratio of water to soap is 3 : 2 , and the ratio of soap to salt is four times this ratio . the solution is poured into an open container , and after some time , the ratio of water to soap in the open container is halved by water evaporation . at that time , what is the ratio of water to salt in the solution ?",e,other, 1 : 1 , 2 : 3 , 3 : 2 , 9 : 4 , 36 : 8 
660,"if m = 3 ^ n , what is the greatest value of n for which m is a factor of 16 !",c,other, 8 , 10 , 6 , 14 , 16 
661,"a man invests some money partly in 12 % stock at 105 and partly in 8 % stock at 88 . to obtain equal dividends from both , he must invest the money in the ratio .",a,other, 35 : 44 , 34 : 44 , 22 : 44 , 20 : 40 , 50 : 45 
662,three numbers are in the ratio of 2 : 3 : 4 and their l . c . m . is 288 . what is their h . c . f . ?,b,other, 18 , 24 , 36 , 42 , 48 
663,"income and expenditure of a person are in the ratio 5 : 4 . if the income of the person is rs . 17000 , then find his savings ?",b,other, 3600 , 3400 , 3608 , 3602 , 3603 
664,"out of 470 students of a school , 325 play football , 175 play cricket and 50 neither play football nor cricket . how many students play both football and cricket ?",a,other, 80 , 150 , 100 , 180 , 220 
665,"in a class of 60 students 41 are taking french , 22 are taking german . of the students taking french or german , 9 are taking both courses . how many students are not enrolled in either course ?",a,other, 6 , 15 , 24 , 33 , 54 
666,"two numbers are in the ratio of 1 : 2 . if 10 be added to both , their ratio changes to 3 : 5 . the greater number is",e,other, 20 , 24 , 28 , 32 , 40 
667,"two numbers are in the ratio 3 : 5 . if 9 be subtracted from each , they are in the ratio of 9 : 17 . the first number ?",a,other, 36 , 86 , 27 , 86 , 27 
668,"in a certain alphabet , 10 letters contain a dot and a straight line . 24 letters contain a straight line but do not contain a dot . if that alphabet has 40 letters , all of which contain either a dot or a straight line or both , how many letters contain a dot but do not contain a straight line ?",a,other, 6 , 8 , 14 , 20 , 28 
669,"a salesman sold twice as much pears in the afternoon than in the morning . if he sold $ 480 kilograms of pears that day , how many kilograms did he sell in the afternoon ?",e,other, 120 , 180 , 240 , 280 , 320 
670,a pet store holds cats and dogs . if the difference between the number of cats and the number of dogs is 5 . what could be the ratio of cats to dogs in the pet store ?,b,other, 1 : 3 , 20 : 25 , 1 : 5 , 2 : 5 , 4 : 6 
671,a number is said to be prime saturated if the product of all the different positive prime factors of w is less than the square root of w . what is the greatest two digit prime saturated integer ?,d,other, 99 , 98 , 97 , 96 , 95 
672,"a certain music store stocks 800 cellos and 600 violas . of these instruments , there are 120 cello - viola pairs , such that a cello and a viola were both made with wood from the same tree ( each tree can make at most one viola and one cello , so there are no pairs other than these 90 ) . if one viola and one cello are chosen at random , what is the probability that the two instruments are made with wood from the same tree ?",b,other, 3 / 16, 1 / 8, 3 / 1, 1 / 90 , 2 / 45 
673,"in a ratio which is equal to 2 : 4 , if the antecedent is 50 , then the consequent is ?",c,other, 72 , 85 , 100 , 51 , 80 
674,"200 liters of a mixture contains milk and water in the ratio 4 : 1 . if 20 liters of this mixture be replaced by 20 liters of milk , the ratio of milk to water in the new mixture would be ?",a,other, 6 : 1 , 1 : 6 , 2 : 3 , 3 : 2 , 4 : 1 
675,"at an international conference , “ red ” world countries and “ blue ” world countries are the only participants . the ratio of “ red ” world participants to “ blue ” world participants is 10 : 5 . if one - third of “ red ” world participants are left - handed and two - thirds of “ blue ” world participants are left - handed , then what is the fraction of the participants who are left - handed ?",b,other, 4 / 10 , 4 / 9 , 6 / 5 , 9 / 2 , 6 / 4 
676,"the ratio of boys to girl in a school is 5 : 4 . if there are 1500 boys in the school , how many girls are there ?",b,other, 300 , 1200 , 1500 , 1800 , 2000 
677,"the ratio of flour to water to sugar in a recipe is 7 : 2 : 1 . the ratio in a new recipe calls for a doubling of the ratio of flour to water from the original recipe and a halving of the ratio of flour to sugar . if the new recipe calls for 2 cups of water , how much sugar is required ?",c,other, 2 , 3 , 4 , 5 , 6 
678,"teas worth rs . 126 per kg and rs . 135 per kg are mixed with a third variety in the ratio 1 : 1 : 2 . if the mixture is worth rs 156 per kg , the price of the third variety per kg will be ?",c,other, rs . 147.50 , rs . 785.50 , rs . 178.50 , rs . 258.50 , none of these 
679,"in a class of 78 students 41 are taking french , 22 are taking german . of the students taking french or german , 9 are taking both courses . how many students are not enrolled in either course ?",c,other, 26 , 27 , 24 , 18 , 11 
680,in what ratio must tea at rs . 64 per kg be mixed with tea at rs . 74 per kg so that the mixture must be worth rs . 69 per kg ?,a,other, 1 : 1 , 3 : 2 , 4 : 3 , 5 : 3 , none 
681,"in a graduating class of 238 students , 144 took geometry and 119 took biology . what is the difference between the greatest possible number and the smallest possible number of students that could have taken both geometry and biology ?",b,other, 144 , 119 , 113 , 88 , 31 
682,x starts a business with rs . 77000 . y joins in the business after 5 months with rs . 42000 . what will be the ratio in which they should share the profit at the end of the year ?,c,other, 21 : 23 , 23 : 45 , 22 : 7 , 25 : 29 , none of these 
683,three numbers are in the ratio 3 : 4 : 5 and their l . c . m . is 2400 . their h . c . f is ?,c,other, 20 , 30 , 40 , 50 , 60 
684,"in gabriel ' s sheep herd , every sheep has either fleas or lice or both . half of the sheep have lice , and 84 sheep have both pests . if 94 sheep have lice , how many sheep have only fleas ?",a,other, 10 , 20 , 84 , 94 , 178 
685,three numbers are in the ratio 3 : 4 : 5 and their l . c . m is 2400 . their h . c . f is ?,a,other, 40 , 99 , 88 , 44 , 11 
686,two numbers are in the ratio 3 : 4 . if their l . c . m . is 36 . what is sum of the numbers ?,a,other, 21 , 56 , 76 , 84 , 85 
687,"a box contains 6 white , 5 red and 8 white marbles . 5 marbles are drawn from the box at random . what is the probability that both the marbles are of the same color ?",e,other, 19 / 11628 , 36 / 11628 , 613 / 11628 , 6113 / 11628 , 63 / 11628 
688,log 3 n + log 7 n what is 3 digit number n that will be whole number,a,other, 343 , 729 , 829 , 929 , 727 
689,an alloy is to contain steel and iron in the ratio 5 : 2 . the iron required to be melted with 35 kg of steel is ?,b,other, 12 kg , 14 kg , 15 kg , 20 kg , 18 kg 
690,"the ratio of flour to water to sugar in a recipe is 11 : 8 : 1 . the ratio in a new recipe calls for a doubling of the ratio of flour to water from the original recipe and a halving of the ratio of flour to sugar . if the new recipe calls for 4 cups of water , how much sugar is required ?",d,other, 5 , 4 , 3 , 2 , 1 
691,"in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the sport formulation , the ratio of flavoring to corn syrup is three times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the sport formulation contains 1 ounces of corn syrup , how many ounces of water does it contain ?",a,other, 15 , 30 , 45 , 60 , 90 
